Name: “Table 1 of 1 on page 40 of 49”,Name: “Table 1 of 1 on page 40 of 49”,Name: “Table 1 of 1 on page 40 of 49”,Name: “Table 1 of 1 on page 40 of 49”,Name: “Table 1 of 1 on page 40 of 49”,Name: “Table 1 of 1 on page 40 of 49”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,
Table 21—Roundwood timber products output by product and,Table 21—Roundwood timber products output by product and,Table 21—Roundwood timber products output by product and,Table 21—Roundwood timber products output by product and,Table 21—Roundwood timber products output by product and,Table 21—Roundwood timber products output by product and
"species group, Northern Mountains of Virginia, 1995 and 1999","species group, Northern Mountains of Virginia, 1995 and 1999","species group, Northern Mountains of Virginia, 1995 and 1999","species group, Northern Mountains of Virginia, 1995 and 1999","species group, Northern Mountains of Virginia, 1995 and 1999","species group, Northern Mountains of Virginia, 1995 and 1999"
Product and,Product and,,Year,,Percent
species group,species group,1995,1999,Change,change
,,,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"2,205","1,261",-944,-42.8
,Hardwood,"13,974","15,142","1,168",8.4
,Total,"16,179","16,403",224,1.4
Veneer logs,Veneer logs,,,,
,Softwood,0,0,0,--
,Hardwood,370,327,-43,-11.6
,Total,370,327,-43,-11.6
Pulpwood a,Pulpwood a,,,,
,Softwood,"3,129","2,595",-534,-17.1
,Hardwood,"7,722","8,284",562,7.3
,Total,"10,851","10,879",28,0.3
Composite panels,Composite panels,,,,
,Softwood,0,0,0,--
,Hardwood,0,0,0,--
,Total,0,0,0,--
Other industrial,Other industrial,,,,
,Softwood,114,114,0,--
,Hardwood,57,57,0,--
,Total,171,171,0,--
All industrial,All industrial,,,,
,Softwood,"5,448","3,970","-1,478",-27.1
,Hardwood,"22,123","23,810","1,687",7.6
,Total,"27,571","27,780",209,0.8
-- = negligible.,-- = negligible.,,,,
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills"
"(13,000 cubic feet in 1995 and 13,000 cubic feet in 1999).","(13,000 cubic feet in 1995 and 13,000 cubic feet in 1999).","(13,000 cubic feet in 1995 and 13,000 cubic feet in 1999).","(13,000 cubic feet in 1995 and 13,000 cubic feet in 1999).",,
,,,34,,
