Name: “Table 1 of 1 on page 36 of 49”,Name: “Table 1 of 1 on page 36 of 49”,Name: “Table 1 of 1 on page 36 of 49”,Name: “Table 1 of 1 on page 36 of 49”,Name: “Table 1 of 1 on page 36 of 49”,Name: “Table 1 of 1 on page 36 of 49”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,
Table 17—Roundwood timber products output by product and,Table 17—Roundwood timber products output by product and,Table 17—Roundwood timber products output by product and,Table 17—Roundwood timber products output by product and,Table 17—Roundwood timber products output by product and,Table 17—Roundwood timber products output by product and
"species group, Southern Piedmont of Virginia, 1995 and 1999","species group, Southern Piedmont of Virginia, 1995 and 1999","species group, Southern Piedmont of Virginia, 1995 and 1999","species group, Southern Piedmont of Virginia, 1995 and 1999","species group, Southern Piedmont of Virginia, 1995 and 1999","species group, Southern Piedmont of Virginia, 1995 and 1999"
Product and,Product and,,Year,,Percent
species group,species group,1995,1999,Change,change
,,,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"23,617","31,962","8,345",35.3
,Hardwood,"34,051","37,673","3,622",10.6
,Total,"57,668","69,635","11,967",20.8
Veneer logs,Veneer logs,,,,
,Softwood,"3,354","3,485",131,3.9
,Hardwood,423,900,477,112.8
,Total,"3,777","4,385",608,16.1
Pulpwood a,Pulpwood a,,,,
,Softwood,"38,583","38,303",-280,-0.7
,Hardwood,"32,567","29,847","-2,720",-8.4
,Total,"71,150","68,150","-3,000",-4.2
Composite panels,Composite panels,,,,
,Softwood,"5,261","16,764","11,503",218.6
,Hardwood,"3,154","2,224",-930,-29.5
,Total,"8,415","18,988","10,573",125.6
Other industrial,Other industrial,,,,
,Softwood,336,394,58,17.3
,Hardwood,"1,502","1,502",0,--
,Total,"1,838","1,896",58,3.2
All industrial,All industrial,,,,
,Softwood,"71,151","90,908","19,757",27.8
,Hardwood,"71,697","72,146",449,0.6
,Total,"142,848","163,054","20,206",14.1
-- = negligible.,-- = negligible.,,,,
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills"
"(1,731,000 cubic feet in 1995 and 1,768,000 cubic feet in 1999).","(1,731,000 cubic feet in 1995 and 1,768,000 cubic feet in 1999).","(1,731,000 cubic feet in 1995 and 1,768,000 cubic feet in 1999).","(1,731,000 cubic feet in 1995 and 1,768,000 cubic feet in 1999).","(1,731,000 cubic feet in 1995 and 1,768,000 cubic feet in 1999).",
,,,30,,
