Name: “Table 1 of 1 on page 42 of 49”,Name: “Table 1 of 1 on page 42 of 49”,Name: “Table 1 of 1 on page 42 of 49”,Name: “Table 1 of 1 on page 42 of 49”,Name: “Table 1 of 1 on page 42 of 49”,Name: “Table 1 of 1 on page 42 of 49”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,
,Table 23—Roundwood timber products output by product and,Table 23—Roundwood timber products output by product and,Table 23—Roundwood timber products output by product and,Table 23—Roundwood timber products output by product and,Table 23—Roundwood timber products output by product and
,"species group, Southern Mountains of Virginia, 1995 and 1999","species group, Southern Mountains of Virginia, 1995 and 1999","species group, Southern Mountains of Virginia, 1995 and 1999","species group, Southern Mountains of Virginia, 1995 and 1999","species group, Southern Mountains of Virginia, 1995 and 1999"
,Product and,,Year,,Percent
,species group,1995,1999,Change,change
,,,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"8,698","10,206","1,508",17.3
,Hardwood,"22,051","28,757","6,706",30.4
,Total,"30,749","38,963","8,214",26.7
Veneer logs,Veneer logs,,,,
,Softwood,0,84,84,--
,Hardwood,"1,591","3,557","1,966",123.6
,Total,"1,591","3,641","2,050",128.8
Pulpwood a,Pulpwood a,,,,
,Softwood,555,202,-353,-63.6
,Hardwood,"8,200","5,566","-2,634",-32.1
,Total,"8,755","5,768","-2,987",-34.1
Composite panels,Composite panels,,,,
,Softwood,797,735,-62,-7.8
,Hardwood,"4,548","5,014",466,10.2
,Total,"5,345","5,749",404,7.6
Other industrial,Other industrial,,,,
,Softwood,0,88,88,--
,Hardwood,0,0,0,--
,Total,0,88,88,--
All industrial,All industrial,,,,
,Softwood,"10,050","11,315","1,265",12.6
,Hardwood,"36,390","42,894","6,504",17.9
,Total,"46,440","54,209","7,769",16.7
,-- = negligible.,,,,
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills"
,"(73,000 cubic feet in 1995 and 67,000 cubic feet in 1999).","(73,000 cubic feet in 1995 and 67,000 cubic feet in 1999).","(73,000 cubic feet in 1995 and 67,000 cubic feet in 1999).",,
,,,36,,
