Name: “Table 1 of 1 on page 5 of 49”,Name: “Table 1 of 1 on page 5 of 49”,Name: “Table 1 of 1 on page 5 of 49”,Name: “Table 1 of 1 on page 5 of 49”
Table: 5,Table: 5,Table: 5,Table: 5
,,,
,,Contents,
,,,Page
Output of Industrial Timber Products ............................................................................................,Output of Industrial Timber Products ............................................................................................,Output of Industrial Timber Products ............................................................................................,1
,All Products ...............................................................................................................................,All Products ...............................................................................................................................,1
,Saw Logs ....................................................................................................................................,Saw Logs ....................................................................................................................................,4
,Pulpwood ...................................................................................................................................,Pulpwood ...................................................................................................................................,5
,Veneer Logs ...............................................................................................................................,Veneer Logs ...............................................................................................................................,5
,Composite Panels .......................................................................................................................,Composite Panels .......................................................................................................................,6
,Other Industrial Products ...........................................................................................................,Other Industrial Products ...........................................................................................................,6
Plant Byproducts ............................................................................................................................,Plant Byproducts ............................................................................................................................,Plant Byproducts ............................................................................................................................,7
Regional Trends .............................................................................................................................,Regional Trends .............................................................................................................................,Regional Trends .............................................................................................................................,8
,Coastal Plain Region ..................................................................................................................,Coastal Plain Region ..................................................................................................................,8
,Southern Piedmont Region ........................................................................................................,Southern Piedmont Region ........................................................................................................,8
,Northern Piedmont Region ........................................................................................................,Northern Piedmont Region ........................................................................................................,8
,Northern Mountain Region .......................................................................................................,Northern Mountain Region .......................................................................................................,9
,Southern Mountain Region .......................................................................................................,Southern Mountain Region .......................................................................................................,9
Total Roundwood Output ...............................................................................................................,Total Roundwood Output ...............................................................................................................,Total Roundwood Output ...............................................................................................................,9
,Source ........................................................................................................................................,Source ........................................................................................................................................,9
,Ownership ................................................................................................................................,Ownership ................................................................................................................................,10
,Species ....................................................................................................................................... 10,Species ....................................................................................................................................... 10,Species ....................................................................................................................................... 10
References ...................................................................................................................................... 11,References ...................................................................................................................................... 11,References ...................................................................................................................................... 11,References ...................................................................................................................................... 11
Definition of Terms ........................................................................................................................ 12,Definition of Terms ........................................................................................................................ 12,Definition of Terms ........................................................................................................................ 12,Definition of Terms ........................................................................................................................ 12
Conversion Factors ......................................................................................................................... 15,Conversion Factors ......................................................................................................................... 15,Conversion Factors ......................................................................................................................... 15,Conversion Factors ......................................................................................................................... 15
Index of Tables ............................................................................................................................... 16,Index of Tables ............................................................................................................................... 16,Index of Tables ............................................................................................................................... 16,Index of Tables ............................................................................................................................... 16
,a,,
,Tables 1-28,.................................................................................................................................. 17,.................................................................................................................................. 17
a,"All tables in this report are available in Microsoft® Excel workbook files. Upon request, these files will be supplied","All tables in this report are available in Microsoft® Excel workbook files. Upon request, these files will be supplied","All tables in this report are available in Microsoft® Excel workbook files. Upon request, these files will be supplied"
on 31⁄2-inch diskettes.,on 31⁄2-inch diskettes.,,
,The use of trade or firm names in this publication is for reader information and does not imply endorsement by the,The use of trade or firm names in this publication is for reader information and does not imply endorsement by the,The use of trade or firm names in this publication is for reader information and does not imply endorsement by the
U.S. Department of Agriculture of any product or service.,U.S. Department of Agriculture of any product or service.,,
,,iii,
