Name: “Table 1 of 1 on page 38 of 49”,Name: “Table 1 of 1 on page 38 of 49”,Name: “Table 1 of 1 on page 38 of 49”,Name: “Table 1 of 1 on page 38 of 49”,Name: “Table 1 of 1 on page 38 of 49”,Name: “Table 1 of 1 on page 38 of 49”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,
Table 19—Roundwood timber products output by product and,Table 19—Roundwood timber products output by product and,Table 19—Roundwood timber products output by product and,Table 19—Roundwood timber products output by product and,Table 19—Roundwood timber products output by product and,Table 19—Roundwood timber products output by product and
"species group, Northern Piedmont of Virginia, 1995 and 1999","species group, Northern Piedmont of Virginia, 1995 and 1999","species group, Northern Piedmont of Virginia, 1995 and 1999","species group, Northern Piedmont of Virginia, 1995 and 1999","species group, Northern Piedmont of Virginia, 1995 and 1999","species group, Northern Piedmont of Virginia, 1995 and 1999"
Product and,Product and,Year,,,Percent
species group,species group,1995,1999,Change,change
,,Thousand cubic feet,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"9,899","9,616",-283,-2.9
,Hardwood,"15,880","16,116",236,1.5
,Total,"25,779","25,732",-47,-0.2
Veneer logs,Veneer logs,,,,
,Softwood,0,0,0,--
,Hardwood,289,802,513,177.5
,Total,289,802,513,177.5
Pulpwood a,Pulpwood a,,,,
,Softwood,"14,058","11,780","-2,278",-16.2
,Hardwood,"7,662","9,146","1,484",19.4
,Total,"21,720","20,926",-794,-3.7
Composite panels,Composite panels,,,,
,Softwood,278,"1,722","1,444",519.4
,Hardwood,39,69,30,76.9
,Total,317,"1,791","1,474",465.0
Other industrial,Other industrial,,,,
,Softwood,369,937,568,153.9
,Hardwood,211,234,23,10.9
,Total,580,"1,171",591,101.9
All industrial,All industrial,,,,
,Softwood,"24,604","24,055",-549,-2.2
,Hardwood,"24,081","26,367","2,286",9.5
,Total,"48,685","50,422","1,737",3.6
-- = negligible.,-- = negligible.,,,,
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills"
"(340,000 cubic feet in 1995 and 246,000 cubic feet in 1999).","(340,000 cubic feet in 1995 and 246,000 cubic feet in 1999).","(340,000 cubic feet in 1995 and 246,000 cubic feet in 1999).","(340,000 cubic feet in 1995 and 246,000 cubic feet in 1999).",,
,,32,,,
