Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,,,,,,,,,,,,,,,
Table,7–-Volume,7–-Volume,of,growing,stock,and,sawtimber,sawtimber,on,"timberland,","timberland,",by,county,and,species,"group,","Virginia,",1992--Continued,1992--Continued,,
,,,,,,,,,Growing,Growing,stock,,,,,,,,Sawtimber,,
,County,County,,,,,,,,,,,,,,,,,,,
,,,,All,,,,,Other,Other,,soft,,Hard,,All,,,Other,soft,Hard
,,,,species,species,,Pine,,softwood,softwood,hardwood,hardwood,hardwood,hardwood,,species,Pine,,softwood,hardwood,hardwood
,,,,,,,Thousand,Thousand,cubic,cubic,feet a,,,,,,,Thousand,board,feet,
Lancaster,Lancaster,Lancaster,,"95,084","95,084",,"48,207",,,--,,"24,677",,"22,200",,"309,925","154,032","154,032",--,"85,423","70,470"
Lee,,,,"245,905","245,905",,--,,"6,816","6,816",,"97,182",,"141,907",,"746,976",,--,"2,399","293,535","451,042"
Loudoun,Loudoun,,,"181,094","181,094",,"2,567",,"2,794","2,794",,"32,580",,"143,153",,"648,708",,"3,179","2,287","148,483","494,759"
Louisa,,,,"371,099","371,099",,"96,042",,"4,928","4,928",,"80,684",,"189,445",,"899,612","198,482","198,482","9,702","243,923","447,505"
Lunenburg,Lunenburg,,,"313,426","313,426","138,002","138,002",,"1,838","1,838",,"76,631",,"96,955",,"910,432","455,143","455,143","1,869","200,537","252,883"
Madison,Madison,,,"200,218","200,218",,"14,566",,"10,316","10,316",,"54,056",,"121,280",,"781,140","35,496","35,496","53,447","222,197","470,000"
Mathews,,,,"74,003","74,003",,"51,448",,270,270,,"11,360",,"10,925",,"279,939","206,145","206,145",--,"19,324","54,470"
Mecklenburg,Mecklenburg,Mecklenburg,,"502,474","502,474","117,732","117,732",,"2,493","2,493",,"158,860",,"223,389",,"1,410,066","309,632","309,632","3,143","440,687","656,604"
Middlesex,Middlesex,,,"98,430","98,430",,"44,768",,183,183,,"26,114",,"27,365",,"310,217","135,370","135,370",--,"80,564","94,283"
Montgomery,Montgomery,Montgomery,,"270,208","270,208",,"34,223",,"46,647","46,647",,"36,751",,"152,587",,"864,988","97,473","97,473","216,381","106,271","444,863"
Nelson,,,,"449,610","449,610",,"35,191",,"18,421","18,421",,"148,809",,"247,189",,"1,636,417","63,848","63,848","79,275","609,634","883,660"
New,Kent,,,"194,785","194,785","68,282","68,282",,,--,,"58,474",,"68,029",,"584,372","149,398","149,398",--,"207,553","227,421"
Newport,,News,,"20,979","20,979",,"9,639",,,--,,"6,500",,"4,840",,"83,354","36,889","36,889",--,"25,333","21,132"
