Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,
Table,42--Average,42--Average,42--Average,net,annual,growth,and,removals,of,sawtimber,on,"timberland,"
by,"species,","Virginia,","Virginia,","Virginia,",1986-1991,,,,,,,
,,,,,,,Net,,,,,Annual
,,Species,,,,,,,,,,
,,,,,,annual,annual,growth,,,timber,removals
,,,,,,,,,Thousand,board,feet,
Softwood,Softwood,,,,,,,,,,,
Yellow,Yellow,pines,,,,,"910,911","910,911",,,,"734,348"
Eastern,Eastern,white,,pine,,,"132,942","132,942",,,,"91,650"
Spruce,Spruce,and,fir,,,,,249,,,,- -
Cypress,Cypress,,,,,,"6,198","6,198",,,,--
Other,Other,eastern,softwoods,softwoods,softwoods,,"27,798","27,798",,,,"16,514"
,Total,softwoods,softwoods,softwoods,,"1,078,098","1,078,098","1,078,098",,,,"842,512"
Hardwood,Hardwood,,,,,,,,,,,
Select,Select,white,and,and,,,,,,,,
,red,oaks,,,,,"496,991","496,991",,,,"299,124"
Other,Other,white,and,,,,,,,,,
,red,oaks,,,,,"534,126","534,126",,,,"281,596"
Hickory,Hickory,,,,,,"106,649","106,649",,,,"48,264"
Yellow,Yellow,birch,,,,,,651,,,,--
Hard,maple,maple,,,,,"24,780","24,780",,,,"11,440"
Sweetgum,Sweetgum,,,,,,"107,046","107,046",,,,"85,312"
"Ash,","walnut,","walnut,",and,and,,,,,,,,
,black,cherry,cherry,,,,"54,986","54,986",,,,"22,074"
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,,"551,935","551,935",,,,"282,073"
Tupelo,Tupelo,and,blackgum,blackgum,,,"25,920","25,920",,,,"20,667"
Bay,and,magnolia,magnolia,magnolia,,,"3,167","3,167",,,,672
Other,Other,eastern,hardwoods,hardwoods,hardwoods,,"286,068","286,068",,,,"125,610"
,Total,hardwoods,hardwoods,hardwoods,,"2,192,319","2,192,319","2,192,319",,,,"1,176,832"
All,species,,,,,"3,270,417","3,270,417","3,270,417",,,,"2,019,344"
,,,,,,,,,,,,61
