Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”,Name: “Table 1 of 1 on page 69 of 74”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,,,,
Table,44--Average,44--Average,44--Average,annual,mortality,mortality,of,live,"timber,",growing,growing,"stock,",and,sawtimber,sawtimber,on
"timberland,","timberland,",by,"species,","species,","Virginia,",1986-1991,1986-1991,1986-1991,,,,,,,,
,,Species,Species,,,Live,timber,timber,Growing,Growing,stock,stock,,Sawtimber,Sawtimber,
,,,,,,,Thousand,Thousand,cubic,feet,,,,Thousand,Thousand,
,,,,,,,,,,,,,,board,feet,
Softwood,Softwood,,,,,,,,,,,,,,,
Yellow,Yellow,pines,,,,"53,360","53,360","53,360",,"50,660","50,660",,,"120,204","120,204",
Eastern,Eastern,white,,pine,,"3,791","3,791","3,791",,"3,257","3,257",,,"10,087","10,087",
Spruce,Spruce,and,fir,,,,--,--,,,--,,,,--,
Cypress,Cypress,,,,,,93,93,,,93,,,,597,
Other,Other,eastern,,softwoods,softwoods,"1,381","1,381","1,381",,"1,135","1,135",,,"1,366","1,366",
,Total,softwoods,softwoods,softwoods,,"58,625","58,625","58,625",,"55,145","55,145",,,"132,254","132,254",
Hardwood,Hardwood,,,,,,,,,,,,,,,
Select,Select,white,and,and,,,,,,,,,,,,
,red,oaks,,,,"27,537","27,537","27,537",,"21,727","21,727",,,"72,964","72,964",
Other,Other,white,and,,,,,,,,,,,,,
,red,oaks,,,,"59,497","59,497","59,497",,"48,323","48,323",,,"128,115","128,115",
Hickory,Hickory,,,,,"13,650","13,650","13,650",,"12,183","12,183",,,"33,024","33,024",
Yellow,Yellow,birch,,,,,--,--,,,--,,,,--,
Hard,maple,maple,,,,"1,621","1,621","1,621",,815,815,,,"2,944","2,944",
Sweetgum,Sweetgum,,,,,"4,230","4,230","4,230",,"3,605","3,605",,,"5,093","5,093",
"Ash,","walnut,","walnut,",and,and,,,,,,,,,,,,
,black,cherry,cherry,,,"6,041","6,041","6,041",,"3,612","3,612",,,"8,460","8,460",
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,"9,861","9,861","9,861",,"8,112","8,112",,,"21,250","21,250",
Tupelo,Tupelo,and,blackgum,blackgum,,"2,266","2,266","2,266",,"1,249","1,249",,,"2,534","2,534",
Bay,and,magnolia,magnolia,magnolia,,,387,387,,387,387,,,"1,330","1,330",
Other,Other,eastern,hardwoods,hardwoods,hardwoods,"44,085","44,085","44,085",,"20,745","20,745",,,"48,673","48,673",
,Total,hardwoods,hardwoods,hardwoods,,"169,175","169,175","169,175",,"120,758","120,758",,,"324,387","324,387",
All,species,,,,,"227,800","227,800","227,800",,"175,903","175,903",,,"456,641","456,641",
aMerchantable,aMerchantable,aMerchantable,portion,portion,only.,,,,,,,,,,,
,,,,,,,,,,,,,,,,63
