Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”,Name: “Table 1 of 1 on page 46 of 74”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,
Table,17--Area,of,"timberland,","timberland,",by,broad,management,and,stand-volume,stand-volume,"classes,",
"Virginia,",1992,,,,,,,,,,,
,,,,,,,Stand-volume,Stand-volume,Stand-volume,class,,
,Broad,,,,,,,,,,,
,,,Al,1,,(cubic,feet,of,growing,stock,per,acre)
management,management,,,,,,,,,,,
,,,classes,classes,,,,,,,,
,class,,,,,,,,,,,
,,,,,0-499,,500-999,,1000-1499,1500-1999,1500-1999,2000+
,,,,,,,,Acres,,,,
Pine,plantation,plantation,"1,472,324","1,472,324","654,966","654,966","190,891",,"183,483","149,768","149,768","293,216"
Natural,pine,,"1,880,427","1,880,427","309,710","309,710","159,931",,"235,516","198,736","198,736","976,534"
Oak-pine,,,"1,941,207","1,941,207","560,010","560,010","268,232",,"300,400","227,603","227,603","584,962"
Upland,hardwood,hardwood,"9,518,571","9,518,571","1,308,681","1,308,681","1,103,159","1,410,891","1,410,891","1,597,224","1,597,224","4,098,616"
Lowland,hardwood,hardwood,"635,021","635,021","152,072","152,072","107,597",,"79,152","61,855","61,855","234,345"
All,classes,,"15,447,550","15,447,550","2,985,439","2,985,439","1,829,810","2,209,442","2,209,442","2,235,186","2,235,186","6,187,673"
