Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”
,1977,,"17,441,454","17,441,454",,,--,,,--,"4,336,016","4,336,016","4,367,396","4,367,396",,"3,378,415",,"2,272,839","1,395,023","1,395,023","736,737","736,737","955,028","955,028"
,1986,,"18,447,172","18,447,172",,,--,,,--,"4,520,534","4,520,534","4,190,585","4,190,585",,"3,423,181",,"2,505,842","1,653,199","1,653,199","925,007","925,007","1,228,824","1,228,824"
,1992,,"19,880,587","19,880,587",,,--,,,--,"4,778,084","4,778,084","4,638,766","4,638,766",,"3,427,856",,"2,548,769","1,692,221","1,692,221","1,187,593","1,187,593","1,607,298","1,607,298"
Hardwood,Hardwood,,,,,,,,,,,,,,,,,,,,,,,
,1977,,"45,489,757","45,489,757",,,--,,,--,,--,"8,829,283","8,829,283",,"9,432,647",,"8,368,844","6,317,675","6,317,675","4,307,896","4,307,896","8,233,412","8,233,412"
,1986,,"54,170,379","54,170,379",,,--,,,--,,--,"9,532,670","9,532,670","10,663,636","10,663,636","10,154,831","10,154,831","8,003,820","8,003,820","5,421,322","5,421,322","10,394,100","10,394,100"
,1992,,"60,370,934","60,370,934",,,--,,,--,,--,"10,001,316","10,001,316","11,260,590","11,260,590","10,752,079","10,752,079","8,946,533","8,946,533","6,681,660","6,681,660","12,728,756","12,728,756"
,,,,,,,,,,,GROWING,GROWING,STOCK,(in,thousand,cubic,feet),,,,,,,
softwood,softwood,,,,,,,,,,,,,,,,,,,,,,,
,1977,,"5,928,488","5,928,488",,"882,268","882,268","1,251,760","1,251,760","1,251,760","1,209,086","1,209,086",,"992,550",,"674,414",,"413,037","237,329","237,329","119,513","119,513","148,531","148,531"
,1986,,"6,257,946","6,257,946",,"922,706","922,706","1,348,498","1,348,498","1,348,498","1,261,423","1,261,423",,"955,800",,"684,833",,"458,366","283,308","283,308","151,139","151,139","191,873","191,873"
,1992,,"6,648,388","6,648,388",,"961,169","961,169","1,425,562","1,425,562","1,425,562","1,325,001","1,325,001","1,053,301","1,053,301",,"685,138",,"465,130","289,398","289,398","194,166","194,166","249,523","249,523"
Hardwood,Hardwood,,,,,,,,,,,,,,,,,,,,,,,
,1977,,"16,875,374","16,875,374",,"1,530,738","1,530,738","2,218,966","2,218,966","2,218,966","2,611,926","2,611,926","2,589,227","2,589,227",,"2,353,593",,"1,881,589","1,321,824","1,321,824","855,860","855,860","1,511,651","1,511,651"
,1986,,"18,707,447","18,707,447",,"1,447,270","1,447,270","2,186,394","2,186,394","2,186,394","2,668,693","2,668,693","2,796,687","2,796,687",,"2,662,610",,"2,283,409","1,675,686","1,675,686","1,077,045","1,077,045","1,909,653","1,909,653"
,1992,,"19,838,406","19,838,406",,"1,416,568","1,416,568","2,133,022","2,133,022","2,133,022","2,684,802","2,684,802","2,914,519","2,914,519",,"2,794,682",,"2,399,626","1,862,764","1,862,764","1,318,358","1,318,358","2,314,065","2,314,065"
,,,,,,,,,,,LIVE,LIVE,TIMBER b,(in,thousand,cubic,feet),,,,,,,
Softwood,Softwood,,,,,,,,,,,,,,,,,,,,,,,
,1977,,"6,023,894","6,023,894",,"905,242","905,242","1,274,714","1,274,714","1,274,714","1,230,814","1,230,814","1,001,771","1,001,771",,"684,647",,"416,228","238,420","238,420","120,559","120,559","151,499","151,499"
,1986,,"6,360,204","6,360,204",,"946,214","946,214","1,372,465","1,372,465","1,372,465","1,284,099","1,284,099",,"965,262",,"695,683",,"462,297","285,860","285,860","152,158","152,158","196,166","196,166"
,1992,,"6,723,490","6,723,490",,"974,034","974,034","1,443,740","1,443,740","1,443,740","1,340,571","1,340,571","1,065,601","1,065,601",,"690,894",,"467,113","290,894","290,894","195,452","195,452","255,191","255,191"
Hardwood,Hardwood,,,,,,,,,,,,,,,,,,,,,,,
,1977,,"19,217,173","19,217,173",,"2,024,847","2,024,847","2,634,531","2,634,531","2,634,531","2,961,735","2,961,735","2,863,847","2,863,847",,"2,548,423",,"2,028,089","1,419,603","1,419,603","952,208","952,208","1,783,890","1,783,890"
,1986,,"21,228,389","21,228,389",,"1,911,871","1,911,871","2,597,790","2,597,790","2,597,790","3,024,978","3,024,978","3,095,910","3,095,910",,"2,887,016",,"2,460,820","1,800,256","1,800,256","1,195,176","1,195,176","2,254,572","2,254,572"
,1992,,"21,889,068","21,889,068",,"1,805,342","1,805,342","2,445,294","2,445,294","2,445,294","2,964,957","2,964,957","3,155,464","3,155,464",,"2,973,966",,"2,537,665","1,974,908","1,974,908","1,400,959","1,400,959","2,630,513","2,630,513"
aTo,provide,a,basis,for,valid,"comparisons,","comparisons,",adjustments,adjustments,adjustments,have,been,made,,,,,,,,,,,
to,allow,for,differences,differences,in,volume,tables,and,sawtimber,sawtimber,specifications,specifications,specifications,,,,,,,,,,,
used,in,previous,surveys.,surveys.,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,
,Merchantable,Merchantable,volume.,volume.,,,,,,,,,,,,,,,,,,,,
