Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”,Name: “Table 1 of 1 on page 36 of 74”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,,,,,,,,,
Table,7--Volume,7--Volume,of,growing,stock,and,sawtimber,on,"timberland,","timberland,",by,county,and,species,"group,","Virginia,",1992,,,
,,,,,,,,Growing,Growing,stock,,,,,,,,Sawtimber,,
,County,County,,,,,,,,,,,,,,,,,,
,,,,All,,,,Other,Other,,soft,,Hard,,All,,,Other,soft,Hard
,,,,,,,Pine,,,,,,,,,,Pine,,,
,,,,species,species,,,softwood,softwood,hardwood,hardwood,hardwood,hardwood,hardwood,species,species,,softwood,hardwood,hardwood
,,,,,,,Thousand,cubic,cubic,feeta,,,,,,,Thousand,board,feet,
Accomack,Accomack,,,"189,647","189,647","114,068","114,068",,--,,"47,617",,"27,962","27,962","670,520","670,520","492,202",--,"94,557","83,761"
Albemarle,Albemarle,Albemarle,,"494,599","494,599",,"76,035","16,416","16,416","119,620","119,620","282,528","282,528","282,528","1,667,590","1,667,590","169,809","65,502","487,333","944,946"
Alleghany,Alleghany,Alleghany,,"382,121","382,121",,"42,842","18,557","18,557",,"35,098","285,624","285,624","285,624","1,080,683","1,080,683","93,235","72,359","104,267","810,822"
