Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,,,,,,,,,,,,,,,,,
Table,40--Green,40--Green,,weight,of,forest,biomass,on,"timberland,","timberland,",by,species,and,diameter,diameter,"class,","Virginia,","Virginia,",1992,,,,,,,
,,,,,,,,,,,,,,,,Diameter,class,(inches,at,breast,height),,,,,
,,,,,,Al1,,,,,,,,,,,,,,,,,,,,
,,Species,Species,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,classes,classes,1.0-,,3.0-,,5.0-,7.0-,,,9.0-,11.0-,,13.0-,,15.0-,17.0-,19.0-,21.0-,29.0,and
,,,,,,,,2.9,,4.9,,6.9,8.9,,,10.9,12.9,,14.9,,16.9,18.9,20.9,28.9,larger,larger
,,,,,,,,,,,,,,,,Hundred,thousand,pounds,pounds,,,,,,,
softwood,,,,,,,,,,,,,,,,,,,,,,,,,,
Longleaf,Longleaf,pine,,,,,--,,--,--,,--,,--,--,--,,--,,--,--,--,--,--,,--
Slash,pine,pine,,,,,--,,--,--,,--,,--,--,--,,--,,--,--,--,--,--,,--
Shortleaf,Shortleaf,,pine,,,"409,169","409,169","2,558","2,558","12,462",,"42,387","79,068","79,068","79,068","98,589","85,614","85,614","50,068","50,068","24,696","8,603","5,124",--,,--
Loblolly,Loblolly,pine,,,,"2,825,984","2,825,984","37,869","37,869","157,002",,"460,932","611,124","611,124","611,124","473,293","361,234","361,234","253,024","253,024","187,525","128,665","77,861","76,451","1,004","1,004"
Pond,pine,,,,,"10,195","10,195",,--,--,,--,,388,388,"1,560",,"1,599",,906,882,"2,383","1,420",498,559,559
Virginia,Virginia,pine,,,,"1,859,212","1,859,212","52,067","52,067","165,350",,"343,330","435,342","435,342","435,342","400,239","274,813","274,813","127,908","127,908","43,759","14,193","1,508",703,,--
Pitch,pine,pine,,,,"199,270","199,270","2,155","2,155","5,077",,"8,247","23,944","23,944","23,944","36,206","48,042","48,042","40,230","40,230","19,534","9,770","4,870","1,195",,--
Table,Mountain,Mountain,Mountain,pine,,"100,764","100,764","1,369","1,369","3,885",,"8,513","20,535","20,535","20,535","22,506","20,042","20,042","16,029","16,029","6,482",738,665,--,,--
Spruce,,pine,,,,,--,,--,--,,--,,- -,- -,--,,--,,--,--,--,--,--,,--
Sand,pine,,,,,,--,,--,--,,--,,--,--,--,,--,,--,--,--,--,--,,--
Eastern,Eastern,white,,pine,,"544,165","544,165","8,850","8,850","20,411",,"39,992","58,695","58,695","58,695","71,084","63,367","63,367","56,819","56,819","68,743","52,060","45,910","54,416","3,818","3,818"
Eastern,Eastern,hemlock,hemlock,hemlock,,"166,453","166,453","3,631","3,631","9,857",,"16,183","19,983","19,983","19,983","16,522","19,553","19,553","11,592","11,592","15,911","9,986","9,629","19,799","13,807","13,807"
Spruce,,and,fir,,,"3,396","3,396",190,190,___,,--,,538,538,--,,"1,979",,689,--,--,--,--,,--
Baldcypress,Baldcypress,Baldcypress,,,,"40,184","40,184",,--,--,,370,,-,-,"1,049",,"1,432","4,164","4,164","3,586","4,173","5,011","10,357","10,042","10,042"
Pondcypress,Pondcypress,Pondcypress,,,,"9,904","9,904",,--,--,,--,,145,145,--,,503,,--,"1,271",630,"1,283","3,173","2,899","2,899"
Cedars,,,,,,"156,054","156,054","21,051","21,051","37,502",,"46,785","22,658","22,658","22,658","13,154",,"7,333","4,054","4,054","3,517",--,--,--,,--
,Total,softwoods,softwoods,softwoods,,"6,324,750","6,324,750","129,740","129,740","411,546",,"966,739","1,272,420","1,272,420","1,272,420","1,134,202","885,511","885,511","565,483","565,483","375,906","231,201","153,281","166,592","32,129","32,129"
Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,
Select,,white,oaks,oaks,,"3,192,340","3,192,340","44,872","44,872","97,682",,"196,436","280,659","280,659","280,659","416,308","446,698","446,698","429,653","429,653","397,154","288,241","201,869","326,096","66,672","66,672"
Select,,red,oaks,,,"1,634,604","1,634,604","16,682","16,682","41,347",,"61,789","85,786","85,786","85,786","132,975","173,221","173,221","190,538","190,538","189,652","170,649","151,393","338,154","82,418","82,418"
Chestnut,Chestnut,oak,,,,"2,862,356","2,862,356","20,815","20,815","83,489",,"174,062","330,708","330,708","330,708","367,251","380,234","380,234","354,707","354,707","284,198","271,073","183,419","340,152","72,248","72,248"
Other,white,white,oaks,oaks,,"136,365","136,365","4,371","4,371","7,155",,"7,107","20,046","20,046","20,046","20,718","19,266","19,266","17,030","17,030","14,086","9,240","6,005","6,991","4,350","4,350"
Other,red,oaks,oaks,,,"3,143,096","3,143,096","63,310","63,310","107,353",,"204,440","342,126","342,126","342,126","434,118","423,618","423,618","437,372","437,372","355,647","286,934","177,968","281,590","28,620","28,620"
Hickory,Hickory,,,,,"1,448,011","1,448,011","48,726","48,726","88,512",,"104,648","164,993","164,993","164,993","205,021","215,377","215,377","190,897","190,897","152,726","104,395","74,240","89,171","9,305","9,305"
Yellow,,birch,,,,"21,003","21,003",786,786,433,,"2,332",,704,704,"4,127",,--,"3,234","3,234",842,"1,768","2,448","4,329",,--
Hard,maple,maple,,,,"326,928","326,928","15,638","15,638","28,931",,"32,601","36,611","36,611","36,611","35,136","33,462","33,462","39,644","39,644","30,064","19,351","16,664","30,447","8,379","8,379"
Soft,maple,maple,,,,"2,149,708","2,149,708","217,975","217,975","279,326",,"284,351","291,729","291,729","291,729","248,584","245,243","245,243","203,855","203,855","124,480","85,961","66,459","86,533","15,212","15,212"
Beech,,,,,,"667,503","667,503","23,115","23,115","27,907",,"25,389","44,021","44,021","44,021","54,073","71,910","71,910","79,439","79,439","79,521","82,640","56,127","107,340","16,021","16,021"
Sweetgum,Sweetgum,,,,,"1,030,050","1,030,050","73,669","73,669","111,931",,"107,949","132,213","132,213","132,213","147,822","127,523","127,523","115,894","115,894","76,284","43,086","32,715","51,155","9,809","9,809"
Tupelo,,and,blackgum,blackgum,,"621,288","621,288","84,627","84,627","77,122",,"52,806","58,560","58,560","58,560","73,643","76,171","76,171","51,657","51,657","46,347","28,102","19,702","33,898","18,653","18,653"
Ash,,,,,,"342,869","342,869","13,675","13,675","28,026",,"46,896","43,724","43,724","43,724","45,381","43,987","43,987","33,820","33,820","27,721","18,734","17,609","16,992","6,304","6,304"
cottonwood,cottonwood,cottonwood,,,,"2,596","2,596",,--,158,,--,,--,--,"1,012",,637,,--,--,--,--,789,,--
