Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,,,,,,,,,
Table,43--Average,43--Average,43--Average,annual,removals,removals,of,growing,stock,on,"timberland,",by,species,species,and,diameter,"class,","Virginia,","Virginia,",1986-1991,1986-1991
,,,,,,,,,,,Diameter,,class,(inches,(inches,at,breast,height),,,
,,,,,Al,1,,,,,,,,,,,,,,,
,,Species,Species,,,,,,,,,,,,,,,,,,
,,,,,classes,classes,,5.0-,7.0-,,9.0-,11.0-,13.0-,13.0-,15.0-,15.0-,17.0-,19.0-,21.0-,29.0,and
,,,,,,,,6.9,8.9,,10.9,12.9,14.9,14.9,16.9,16.9,18.9,20.9,28.9,larger,larger
,,,,,,,,,,,,Thousand,Thousand,cubic,feet,feet,,,,,
Softwood,Softwood,,,,,,,,,,,,,,,,,,,,
Yellow,Yellow,pines,,,"230,187","230,187",,"25,381","49,551",,46$363,"41,211","28,506","28,506","18,753","18,753","11,838","4,683","3,772",129,129
Eastern,Eastern,white,,pine,"18,479","18,479","18,479",219,"1,094",,"1,498","2,163","2,285","2,285","3,310","3,310","2,864","2,549","2,310",187,187
Spruce,Spruce,and,fir,,,--,--,--,--,,--,--,,--,,--,--,--,--,--,--
Cypress,Cypress,,,,,85,85,--,85,,--,--,,--,,--,--,--,--,--,--
Other,Other,eastern,,softwoods,"4,109","4,109",,432,285,,711,648,151,151,"1,013","1,013",496,154,219,--,--
,Total,softwoods,softwoods,softwoods,"252,860","252,860",,"26,032","51,015","48,572","48,572","44,022","30,942","30,942","23,076","23,076","15,198","7,386","6,301",316,316
Hardwood,Hardwood,,,,,,,,,,,,,,,,,,,,
Select,Select,white,and,and,,,,,,,,,,,,,,,,,
,red,oaks,,,"85,510","85,510",,"4,505","6,925",,"7,922","9,214","11,397","11,397","11,361","11,361","11,154","7,369","12,580","3,083","3,083"
Other,Other,white,and,,,,,,,,,,,,,,,,,,
,red,oaks,,,"82,721","82,721",,"4,620","7,290",,"8,337","9,389","11,252","11,252","13,566","13,566","10,567","6,440","10,013","1,247","1,247"
Hickory,Hickory,,,,"16,077","16,077",,"1,052","1,931",,"1,975","2,973","2,638","2,638","1,609","1,609","1,820",753,"1,326",--,--
Yellow,Yellow,birch,,,,--,,--,--,,--,--,,--,,--,--,--,--,--,--
Hard,maple,maple,,,"3,376","3,376",,374,123,,293,164,786,786,182,182,383,680,391,--,--
Sweetgum,Sweetgum,Sweetgum,,,"32,153","32,153",,"3,200","4,175",,"6,314","5,450","3,775","3,775","3,285","3,285","2,129","1,675","2,017",133,133
"Ash,","walnut,","walnut,",and,and,,,,,,,,,,,,,,,,,
,black,cherry,cherry,,"7,386","7,386",,395,738,,759,"1,392","1,500","1,500",580,580,990,204,828,--,--
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,"67,384","67,384",,"3,076","3,198",,"4,655","7,806","12,301","12,301","11,586","11,586","8,265","7,113","8,687",697,697
Tupelo,Tupelo,and,blackgum,blackgum,"7,467","7,467",,447,610,,"1,210","1,458","1,512","1,512","1,534","1,534",539,157,--,--,--
Bay,and,magnolia,magnolia,magnolia,,654,,--,200,,252,202,,--,,--,--,--,--,--,--
Other,Other,eastern,hardwoods,hardwoods,"43,474","43,474",,"4,345","3,993",,"5,538","6,101","4,883","4,883","4,159","4,159","3,646","3,628","5,584","1,597","1,597"
,Total,hardwoods,hardwoods,hardwoods,"346,202","346,202",,"22,014","29,183","37,255","37,255","44,149","50,044","50,044","47,862","47,862","39,493","28,019","41,426","6,757","6,757"
All,species,species,,,"599,062","599,062",,"48,046","80,198","85,827","85,827","88,171","80,986","80,986","70,938","70,938","54,691","35,405","47,727","7,073","7,073"
