Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,,
Table,46--Land,46--Land,"area,",by,land,use,"class,",major,forest,"type,",and,survey,completion,"date,"
Virginia,Virginia,,,,,,,,,,,,,
,,,,,,,Survey,completion,completion,date,,,,
,,,,,,,,,,,,,Change,
,,Land,use,class,,,,,,,,,,
,,,,,,,,,,,,,1986-1992,
,,,,,,,1977,,1986,,1992,1992,,
,,,,,,,,,,Acres,,,,
Forest,land,land,,,,,,,,,,,,
,Timberland:,Timberland:,,,,,,,,,,,,
,Pine,and,oak-pine,oak-pine,types,,"5,373,812","5,076,570","5,076,570","5,293,958","5,293,958","5,293,958","+217,388",
,Hardwood,Hardwood,types,,,"10,613,320","10,613,320","10,493,118","10,493,118","10,153,592","10,153,592","10,153,592","-339,526",
,Total,,,,,"15,987,132","15,987,132","15,569,688","15,569,688","15,447,550","15,447,550","15,447,550","-122,138",
,Reserved,timberland,timberland,timberland,,,"360,222",,"471,188",,"531,980","531,980","+60,792",
,Woodland,,,,,,"70,025",,"61,417",,"47,344","47,344","-14,073",
,Total,forest,forest,land,,"16,417,379","16,417,379","16,102,293","16,102,293","16,026,874","16,026,874","16,026,874","-75,419",
Nonforest,Nonforest,land,,,,,,,,,,,,
,Cropland,,,,,,"3,098,623","3,426,068","3,426,068","3,332,421","3,332,421","3,332,421","-93,647",
,Pasture,and,range,,,,"3,641,844","3,160,322","3,160,322","3,030,334","3,030,334","3,030,334","-129,988",
,Other,,,,,,"2,138,656","2,560,075","2,560,075","2,883,072","2,883,072","2,883,072","+322,997",
,Total,,,,,,"8,879,123","9,146,465","9,146,465","9,245,827","9,245,827","9,245,827","+99,362",
All,land a,,,,,"25,296,502","25,296,502","25,248,758","25,248,758","25,272,701","25,272,701","25,272,701","+23,943",
a,,,,,,,,,,,,,,
,Excludes,all,water,areas.,areas.,,,,,,,,,
,,,,,,,,,,,,,,65
