Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”,Name: “Table 1 of 1 on page 14 of 74”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,
Sampling,Sampling,errors,for,county,and,and,unit,"totals, a in",terms,terms,of,one
standard,,"error,","Virginia,","Virginia,",1992--Continued,1992--Continued,1992--Continued,,,,,
,,,,,,Cubic-foot,Cubic-foot,volume,volume,of,growing,stock
,,,,Timberland,Timberland,,,,,,,
,County,County,,,,,,,,,,
,,,,area,,,,,,,,
,,,,,,Inventory,Inventory,,Growth,Growth,Removals,Removals
,,,,,,,,,,b,,
,,,,,,,Sampling,Sampling,error,error,,
Roanoke,,,,2.89,,,14.09,,16.29,16.29,,77.43
Rockbridge,Rockbridge,Rockbridge,,1.92,,,7.81,,9.69,9.69,,45.50
Rockingham,Rockingham,Rockingham,,2.38,,,8.08,,8.45,8.45,,53.20
Russell,,,,2.16,,,11.91,,10.62,10.62,,60.25
Scott,,,,2.26,,,6.05,,8.47,8.47,,57.17
Shenandoah,Shenandoah,Shenandoah,,2.47,,,8.88,,13.96,13.96,,100.03
Smyth,,,,2.05,,,11.04,,11.11,11.11,,65.75
Southampton,Southampton,Southampton,,1.51,,,10.53,,9.50,9.50,,22.49
Spotsylvania,Spotsylvania,Spotsylvania,,2.52,,,9.72,,9.32,9.32,,39.15
Stafford,,,,2.49,,,9.91,,10.85,10.85,,83.98
Suffolk,,,,3.39,,,15.02,,12.64,12.64,,38.53
Surry,,,,2.03,,,12.90,,12.45,12.45,,33.68
Sussex,,,,1.55,,,10.25,,8.69,8.69,,24.38
Tazewell,,,,2.96,,,9.04,,8.81,8.81,,46.69
Virginia,,Beach,,11.36,,,19.77,,19.77,19.77,,60.54
Warren,,,,5.52,,,19.30,,23.42,23.42,,63.44
Washington,Washington,Washington,,2.46,,,10.19,,10.17,10.17,,45.08
Westmoreland,Westmoreland,Westmoreland,,3.43,,,11.54,,13.37,13.37,,45.17
Wise,,,,3.30,,,11.50,,10.11,10.11,,32.80
Wythe,,,,3.03,,,11.05,,14.43,14.43,,100.05
York,,,,7.10,,,19.12,,16.67,16.67,,100.33
Total,,,,.24,,,1.14,,1.29,1.29,,4.65
aSampling,,error,of,breakdowns,breakdowns,of,county,and,unit,totals,may,be
computed,,with,the,following,formula:,formula:,,,,,,
Where:,E,=,Sampling,error,of,the,volume,or,area,total,in,question
,SE,=,Specified,sampling,sampling,error,in,table.,,,,
b,,,,,,,,,,,,
By,random-sampling,random-sampling,random-sampling,formula,(in,percent).,percent).,,,,,
