Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,,,,,,,,,,
Table,8--Average,8--Average,net,annual,growth,of,growing,stock,and,sawtimber,on,"timberland,",by,county,and,species,"group,","Virginia,","Virginia,",1986-1991--Continued,1986-1991--Continued
,,,,,,,,Growing,stock,,,,,,,,,Sawtimber,Sawtimber,,
,County,County,,,,,,,,,,,,,,,,,,,
,,,,All,,,,Other,,soft,,Hard,,All,,,,Other,Other,soft,Hard
,,,,,,Pine,,,,,,,,,,Pine,Pine,,,,
,,,,species,,,,softwood,,hardwood,,hardwood,,species,species,,,softwood,softwood,hardwood,hardwood
,,,,,,,Thousand,cubic,feet,,,,,,,,,Thousand,board,feet,
Lancaster,Lancaster,Lancaster,,"3,533",,"2,027","2,027",--,,768,,738,,"15,831","15,831","7,793","7,793",,--,"3,582","4,456"
Lee,,,,"5,462",,,--,508,,"2,157",,"2,797",,"19,003","19,003",,--,,496,"7,958","10,549"
Loudoun,,,,"4,126",,270,270,169,,871,,"2,816",,"15,052","15,052",,8,,94,"4,530","10,420"
Louisa,,,,"15,572",,"6,505","6,505",274,,"2,726",,"6,067",,"42,470","42,470","9,078","9,078",,148,"12,886","20,358"
Lunenburg,Lunenburg,Lunenburg,,"13,464",,"7,438","7,438",142,,"2,789",,"3,095",,"49,367","49,367","28,258","28,258",,350,"8,145","12,614"
Madison,Madison,,,"4,118",,358,358,285,,"1,247",,"2,228",,"23,894","23,894","1,234","1,234","1,559","1,559","9,391","11,710"
Mathews,,,,"2,353",,"1,698","1,698",6,,445,,204,,"12,758","12,758","10,589","10,589",,--,721,"1,448"
Mecklenburg,Mecklenburg,Mecklenburg,,"18,560",,"6,619","6,619",157,,"5,104",,"6,680",,"67,303","67,303","17,260","17,260",,115,"20,539","29,389"
Middlesex,Middlesex,,,"3,561",,"1,876","1,876",44,,762,,879,,"11,731","11,731","5,778","5,778",,--,"2,481","3,472"
Montgomery,Montgomery,Montgomery,,"6,346",,719,719,"1,382",,975,,"3,270",,"29,131","29,131","4,009","4,009","7,894","7,894","3,737","13,491"
