Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”,Name: “Table 1 of 1 on page 100 of 115”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,
Table 47 -Area,Table 47 -Area,"of timberland, by county and broad management class, Virginia,","of timberland, by county and broad management class, Virginia,","of timberland, by county and broad management class, Virginia,","of timberland, by county and broad management class, Virginia,",1992--Continued,,
,,All,Pine,Natural,,Upland,Lowland,Lowland
County,County,ownerships,pfantat~on,pine,Oak-pine,hardwood,hardwood,hardwood
,,,,,,,-,--
,,,,Acres,,,,
Lancaster,Lancaster,,,,"7,000",,,
Lee,,,,,- -,,,
Loudoun,Loudoun,,,,"5,993",,,
Lou~sa,Lou~sa,,,,"16,558",,,
Lunenburg,Lunenburg,,,,"10,781",,,
Madison,Madison,,,,"16,246",,,
Mathews,Mathews,,,,"5,545",,,
Mecklenburg,Mecklenburg,,,,"29,572",,,
M~ddlesex,M~ddlesex,,,,"18,030",,,
Montgomery,Montgomery,,,,"7,533",,,
Nelson,,,,,"12,153",,,
N e w Kent,N e w Kent,,,,"20,290",,,
Newport News,Newport News,,,,"1,117",,,
Northampton,Northampton,,,,"7,712",,,
Northumberland,Northumberland,,,,"5,391",,,
Nottoway,Nottoway,,,,"24,477",,,
Orange,Orange,,,,"21,134",,,
Page,,,,,"3,390",,,
Patrick,,,,,"20,191",,,
P~ttsylvan~a,P~ttsylvan~a,,,,"45,303",,,
Powhatan,Powhatan,,,,"9,935",,,
P r ~ n c eEdward,P r ~ n c eEdward,,,,"41,275",,,
P r ~ n c eGeorge,P r ~ n c eGeorge,,,,"17,852",,,
P r ~ n c eWilliam,P r ~ n c eWilliam,,,,4.01 9,,,
Pulask~,Pulask~,,,,"12,898",,,
Rappahannock,Rappahannock,,,,"6,820",,,
R~chmond,R~chmond,,,,"2,885",,,
Roanoke,Roanoke,,,,"25,603",,,
Rockbridge,Rockbridge,,,,"36,531",,,
Rocklngham,Rocklngham,,,,"32,002",,,
Russell,,,,,-.,,,
Scott,,,,,"11,148",,,
Shenandoah,Shenandoah,,,,"22,434",,,
Smyth,,,,,"17,235",,,
Southampton,Southampton,,,,"34,024",,,
Spotsylvania,Spotsylvania,,,,"20,947",,,
Stafford,Stafford,,,,"13,138",,,
Suffolk,,,,,"14,576",,,
Surry,,,,,"13,516",,,
Sussex,,,,,"40,850",,,
Tazewell,Tazewell,,,,--,,,
Virginla,Beach,,,,"5,632",,,
Warren,,,,,"4,662",,,
Wash~ngton,Wash~ngton,,,,"15,528",,,
Westmoreland,Westmoreland,,,,"7,662",,,
Wise,,,,,--,,,
Wythe,,,,,"22,154",,,
York,,,,,5.524,,,
Total,Total,,,,,,,
