Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”,Name: “Table 1 of 1 on page 101 of 115”
Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94
,,,,,,,
Table 48-Merchantable,Table 48-Merchantable,volume of live timber,volume of live timber,5.0 inches d.b.h.,"and larger on timberland,","and larger on timberland,",
"by county and species group, Virginia,","by county and species group, Virginia,","by county and species group, Virginia,",1992,,,,
,,All,,Yellow,Other,Soft,Hard
County,,species,,pine,softwood,hardwood,hardwood
,,,,,Thousand cubic feet,,
Accomack,Accomack,,,,,,
Albemarle,Albemarle,,,,,,
Alleghany,Alleghany,,,,,,
Amelia,,,,,,,
Amherst,Amherst,,,,,,
Appomattox,Appomattox,,,,,,
Arlington,Arlington,,,,,,
Augusta,Augusta,,,,,,
Bath,,,,,,,
Bedford,Bedford,,,,,,
Bland,,,,,,,
Botetourt,Botetourt,,,,,,
Brunswick,Brunswick,,,,,,
Buchanan,Buchanan,,,,,,
Buckingham,Buckingham,,,,,,
Campbell,Campbell,,,,,,
Caroline,,,,,,,
Carroll,,,,,,,
Charles,City,,,,,,
Charlotte,Charlotte,,,,,,
Chesapeake,Chesapeake,,,,,,
Chesterfield,Chesterfield,,,,,,
Clarke,,,,,,,
Craig,,,,,,,
Culpeper,Culpeper,,,,,,
cumberland,cumberland,,,,,,
Dickenson,Dickenson,,,,,,
Dinwiddie,Dinwiddie,,,,,,
Essex,,,,,,,
Fairfax,,,,,,,
Fauquier,Fauquier,,,,,,
Floyd,,,,,,,
Fluvanna,Fluvanna,,,,,,
Franklin,,,,,,,
Frederick,Frederick,,,,,,
Giles,,,,,,,
Gloucester,Gloucester,,,,,,
Goochland,Goochland,,,,,,
Grayson,,,,,,,
Greene,,,,,,,
Greensville,Greensville,,,,,,
Halifax,,,,,,,
Hampton,Hampton,,,,,,
Hanover,,,,,,,
Henrico,,,,,,,
Henry,,,,,,,
Highland,Highland,,,,,,
Isle o f Wight,Isle o f Wight,,,,,,
James,City,,,,,,
King and Quee,King and Quee,,,,,,
King George,King George,,,,,,
King William,King William,,,,,,
,,,,,,,Continued
