Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”,Name: “Table 1 of 1 on page 107 of 115”
Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100
,,,,,,
Table,5 1 -Net,"annual change7 of growing stock on timberland,","annual change7 of growing stock on timberland,","by county and species group,","by county and species group,",
"Virginia,",1 9 9 2,,,,,
,,All,Yellow,Other,Soft,Hard
,,species,pine,softwood,hardwood,hardwood
,,,,Thousand cubic,feet,
Accomack,,,,,,
Albemarle,,,,,,
Alleghany,,,,,,
Amelia,,,,,,
Amherst,,,,,,
Appomattox,Appomattox,,,,,
Arlington,,,,,,
Augusta,,,,,,
Bath,,,,,,
Bedford,,,,,,
Bland,,,,,,
Botetourt,,,,,,
Brunswick,,,,,,
Buchanan,,,,,,
Buckingham,Buckingham,,,,,
Campbell,,,,,,
Caroline,,,,,,
Carroll,,,,,,
Charles City,Charles City,,,,,
Charlotte,,,,,,
Chesapeake,Chesapeake,,,,,
Chesterfield,Chesterfield,,,,,
Clarke,,,,,,
Craig,,,,,,
Culpeper,,,,,,
Cumberland,Cumberland,,,,,
Dickenson,,,,,,
Dinwiddie,,,,,,
Essex,,,,,,
Fairfax,,,,,,
Fauquier,,,,,,
Floyd,,,,,,
Fluvanna,,,,,,
Franklin,,,,,,
Frederick,,,,,,
Gifes,,,,,,
Gloucester,,,,,,
Goochiand,,,,,,
Grayson,,,,,,
Greene,,,,,,
Greensville,,,,,,
Halifax,,,,,,
Hampton,,,,,,
Hanover,,,,,,
Henrico,,,,,,
Henry,,,,,,
Highland,,,,,,
Isle of,Wight,,,,,
James City,,,,,,
King and Quee,King and Quee,,,,,
King George,King George,,,,,
King William,King William,,,,,
,,,,,,Continued
98,,,,,,
