Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”,Name: “Table 1 of 1 on page 93 of 115”
Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86
,,,,,,,,
Table 42-Land,Table 42-Land,"area,","area,","by land use class,","major forest type,","major forest type,",and survey,
"completion date,","completion date,","completion date,",Virginia,Virginia,,,,
,,,,,,Survey completion date,,Change
Land-use class,Land-use class,,,,1977,1986,1992,1986-1 9 9 2
,,,,,,Acres,,
Forest land,Forest land,,,,,,,
,Timberland,,,,,,,
,Pine and oak-pine,Pine and oak-pine,Pine and oak-pine,types,,,,
,Hardwood types,Hardwood types,Hardwood types,,,,,
,Total,,,,,,,
,Reserved timberland,Reserved timberland,Reserved timberland,,,,,
,Woodland,,,,,,,
,Total forest land,Total forest land,Total forest land,,,,,
Nonforest land,Nonforest land,,,,,,,
,Cropland,,,,,,,
,Pasture and range,Pasture and range,Pasture and range,,,,,
,Other,,,,,,,
,Total,,,,,,,
All land',All land',,,,,,,
,,-,--,,,,,
',Excludes all w a t e r,areas.,areas.,,,,,
