Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”,Name: “Table 1 of 1 on page 77 of 115”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 22-Volume,Table 22-Volume,Table 22-Volume,,"of sawtimber on timberland,","of sawtimber on timberland,","of sawtimber on timberland,","of sawtimber on timberland,","of sawtimber on timberland,","by species,","by species,","by species,","size class,","size class,","and tree grade,","and tree grade,","Virginia,",1992,1992,,,,,,,,,,,
,,,,,,,,,,,A l l,size,classes,classes,,,,,,Trees,15 0 I n c h e s d,15 0 I n c h e s d,15 0 I n c h e s d,b h,a n d larger,a n d larger,a n d larger,,
,,,,,,,,,-,-,,,,,,,,,,--,--,,,--,--,--,,,--
,,,,,,All,All,,,,,,T r e e grade,T r e e grade,,,,,All,,,,Tree,grade,,,,,
,,,,,,,,,,,,,-,,,,,,,--,,,,,,,,,--
Specles,,,,,,grades,grades,,1,,,,2,,3,4,,,grades,1,,,2,,,3,,,4
,,,,--,--,,,,,,-,,,,,,,,,-,,,,,,-,-,-,
