Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”,Name: “Table 1 of 1 on page 75 of 115”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,,,,
Table 20-Volume,Table 20-Volume,Table 20-Volume,"of growing stock on timberland,","of growing stock on timberland,","by species and diameter class,","by species and diameter class,","Virginia,",1992,,,,,,,,
,,,,,,,,Diameter class (inches at breast height),Diameter class (inches at breast height),,,,,,,
,,,,,,,,,,,.-,,,,,
,,,All,5.0-,7.0-,9.0-,1 1 .O-,13.0-,15.0-,17.0-,19.0-,,2 1 .O-,2 1 .O-,2 9 . 0 and,2 9 . 0 and
Species,Species,,classes,6.9,8.9,10.9,12.9,14.9,16.9,18.9,20.9,,28.9,,laroer,laroer
,,,,,,,,Thousand cubic feet,,,,,,,,
Softwood,Softwood,,,,,,,,,,,,,,,
,Longleaf,pine,,,,,,,,,,,,,,
,Slash pine,,,,,,,,,,,,,,,
,Shortleaf,pine,,,,,,,,,,,,,,
,Loblolly pine,Loblolly pine,,,,,,,,,,,,,,
,Pond pine,,,,,,,,,,,,,,,
,Virginia,pine,,,,,,,,,,,,,,
,Pitch pine,,,,,,,,,,,,,,,
,Table,Mountain pine,,,,,,,,,,,,,,
,Spruce,pine,,,,,,,,,,,,,,
,Sand plne,,,,,,,,,,,,,,,
,Eastern w h ~ t epine,Eastern w h ~ t epine,,,,,,,,,,,,,,
,Eastern hemlock,Eastern hemlock,,,,,,,,,,,,,,
,Spruce and fir,Spruce and fir,,,,,,,,,,,,,,
,Baldcypress,Baldcypress,,,,,,,,,,,,,,
,Pondcypress,Pondcypress,,,,,,,,,,,,,,
,Cedars,,,,,,,,,,,,,,,
,Total softwoods,Total softwoods,,,,,,,,,,,,,,
Hardwood,Hardwood,,,,,,,,,,,,,,,
,Select white oaks',Select white oaks',,,,,,,,,,,,,,
,Select,red oaks2,,,,,,,,,,,,,,
,Chestnut,oak,,,,,,,,,,,,,,
,Other,white,oaks,,,,,,,,,,,,,
,Other,red oaks,,,,,,,,,,,,,,
,Hickory,,,,,,,,,,,,,,,
,Yellow birch,Yellow birch,,,,,,,,,,,,,,
,Hard maple,Hard maple,,,,,,,,,,,,,,
,Soft maple,Soft maple,,,,,,,,,,,,,,
,Beech,,,,,,,,,,,,,,,
,Sweetgurn,Sweetgurn,,,,,,,,,,,,,,
,Tupelo and blackgurn,Tupelo and blackgurn,,,,,,,,,,,,,,
,Ash,,,,,,,,,,,,,,,
,Cottonwood,Cottonwood,,,,,,,,,,,,,,
,Basswood,Basswood,,,,,,,,,,,,,,
,Yellow-poplar,Yellow-poplar,,,,,,,,,,,,,,
,Bay and magnolia,Bay and magnolia,,,,,,,,,,,,,,
,Black cherry,Black cherry,,,,,,,,,,,,,,
,Black walnut,Black walnut,,,,,,,,,,,,,,
,Sycamore,Sycamore,,,,,,,,,,,,,,
,Black locust,Black locust,,,,,,,,,,,,,,
,Elm,,,,,,,,,,,,,,,
,Orher eastern hardwoo,Orher eastern hardwoo,,,,,,,,,,,,,,
,Total,hardwoods,,,,,,,,,,,,,,
All spectes,All spectes,,"26,486,794","2 377,737","3,558,584","4,009.803","3,967,820","3,479,820","2,864,756","2.1 5 2 , 1 6 2","1,512,524",2,205,6 5 9,357,929
,,,- --,,,,,,,-,,,,,-,--
I,"Includes whtte, swamp white, swamp chestnur, and cninkapin oaks","Includes whtte, swamp white, swamp chestnur, and cninkapin oaks","Includes whtte, swamp white, swamp chestnur, and cninkapin oaks","Includes whtte, swamp white, swamp chestnur, and cninkapin oaks",,"Includes cherrybark, northern red, and shumard oaks","Includes cherrybark, northern red, and shumard oaks","Includes cherrybark, northern red, and shumard oaks","Includes cherrybark, northern red, and shumard oaks",,,,,,,
