Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”,Name: “Table 1 of 1 on page 76 of 115”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,
Table 21 -Volume,Table 21 -Volume,Table 21 -Volume,"of sawtimber on timberland,","by species and diameter class, Virginia,","by species and diameter class, Virginia,","by species and diameter class, Virginia,",1992,,,,
,,,,,,,,,,,- --
,,,,,,,Diameter class,(inches a t breast height),,,
,,,All,9 0-,11 0-,13 0-,15 0-,17 0-,19 0,21 0,29 0 and
Species,,,classes,10 9,12 9,14 9,16 9,18 9,20 9,28 9,larger
,,--,,,,,,,,,
,,,,,,,Thousand board feet,,,,
Softwood,,,,,,,,,,,
Longleaf,pine,,,,,,,,,,
Slash pine,Slash pine,,,,,,,,,,
Shortleaf,pine,,,,,,,,,,
Loblolly,pine,,,,,,,,,,
Pond pine,,,,,,,,,,,
Virginia,pine,,,,,,,,,,
Pitch pine,,,,,,,,,,,
Table,M o u n t a i n pine,M o u n t a i n pine,,,,,,,,,
Spruce,pine,,,,,,,,,,
Sand pine,Sand pine,,,,,,,,,,
Eastern w h i t e,Eastern w h i t e,pine,,,,,,,,,
Eastern hemlock,Eastern hemlock,Eastern hemlock,,,,,,,,,
Spruce,and fir,,,,,,,,,,
Baldcypress,Baldcypress,,,,,,,,,,
Pondcypress,Pondcypress,,,,,,,,,,
Cedars,,,,,,,,,,,
Total s o f t w o o d s,Total s o f t w o o d s,Total s o f t w o o d s,,,,,,,,,
Hardwood,,,,,,,,,,,
Select,w h i t e,oaks',,,,,,,,,
Select red oaks2,Select red oaks2,Select red oaks2,,,,,,,,,
Chestnut,oak,,,,,,,,,,
Other w h i t e oaks,Other w h i t e oaks,Other w h i t e oaks,,,,,,,,,
Other,red oaks,red oaks,,,,,,,,,
Hickory,,,,,,,,,,,
Yellow,birch,,,,,,,,,,
Hard maple,Hard maple,,,,,,,,,,
S o f t maple,S o f t maple,,,,,,,,,,
Beech,,,,,,,,,,,
Sweetgum,Sweetgum,,,,,,,,,,
Tupelo,and blackgum,and blackgum,,,,,,,,,
Ash,,,,,,,,,,,
Cottonwood,Cottonwood,,,,,,,,,,
Basswood,Basswood,,,,,,,,,,
Yellow-poplar,Yellow-poplar,,,,,,,,,,
Bay and magnolia,Bay and magnolia,Bay and magnolia,,,,,,,,,
Black cherry,Black cherry,,,,,,,,,,
Black w a l n u t,Black w a l n u t,,,,,,,,,,
Sycamore,Sycamore,,,,,,,,,,
Black locust,Black locust,,,,,,,,,,
Elm,,,"253,867",,"66,505","44,409","35,432","33,437","18,913","46,088","9,083"
Other,eastern h a r d w o o d s,eastern h a r d w o o d s,"1,234,740",--,"280,795","244,216","191,730","193,685","123,109","156,355","44,850"
,,,,,,,,,,,--
,,,,,,,,,P,P,
Total h a r d w o o d s,Total h a r d w o o d s,Total h a r d w o o d s,,,,,,,,,
A l l species,,,"80,251,521","4,778,084","14,640,082","14,688,446","13,300,848","10,638,754","7,869,253","12,173,972","2,162,082"
"' Includes white,","' Includes white,","swamp white, swamp chestnut, and ch~nkapinoaks.","swamp white, swamp chestnut, and ch~nkapinoaks.","swamp white, swamp chestnut, and ch~nkapinoaks.",,"' Includes cherrybark,","northern red, and shumard oaks.","northern red, and shumard oaks.",,,
