Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”,Name: “Table 1 of 1 on page 98 of 115”
Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91
,,,,,,,
T a b l e 46 - A r e a,"o f t i m b e r l a n d ,",b y c o u n t y,a n d o w n e r s h i p,"class,","Virginia,",1 9 9 2 - - C o n t i n u e d,1 9 9 2 - - C o n t i n u e d
,,,,,,,Other
County,ownerships,ownerships,forest,public,public,industry',private
,,,,Acres,Acres,,
Lancaster,,,,46 1,46 1,,
Lee,,,,230,230,,
Loudoun,,,,"7,847","7,847",,
Louisa,,,,795,795,,
Lunenburg,,,,600,600,,
Madison,,,,"7,685","7,685",,
Mathews,,,,15,15,,
Mecklenburg,,,,"24,254","24,254",,
Middlesex,,,,35,35,,
Montgomery,,,,"3,617","3,617",,
Nelson,,,,"1,087","1,087",,
New Kent,,,,82 1,82 1,,
Newport N e w s,,,,"5,700","5,700",,
Northampton,,,,195,195,,
Northumberland,,,,210,210,,
Nottoway,,,,"15,401","15,401",,
Orange,,,,214,214,,
Page,,,,336,336,,
Patrick,,,,"11,481","11,481",,
Pittsylvania,,,,"3,097","3,097",,
Powhatan,,,,"6,923","6,923",,
Prince Edward,,,,"9,637","9,637",,
Prince George,,,,"3,527","3,527",,
Prince William,,,,"17,766","17,766",,
Pulaski,,,,"3,819","3,819",,
Rappahannock,,,,,.-,,
Richmond,,,,110,110,,
Roanoke,,,,"13,563","13,563",,
Rockbridge,,,,"24,8 1 8","24,8 1 8",,
Rockingham,,,,435,435,,
Russell,,,,"5,983","5,983",,
Scott,,,,174,174,,
Shenandoah,,,,326,326,,
Smyth,,,,"10,269","10,269",,
Southampton,,,,"1,869","1,869",,
Spotsylvania,,,,"2,522","2,522",,
Stafford,,,,"23,396","23,396",,
Suffolk,,,,"2,913","2,913",,
Surry,,,,"1,787","1,787",,
Sussex,,,,323,323,,
Tazewell,,,,"4,817","4,817",,
Virginia Beach,,,,"3,270","3,270",,
Warren,,,,"2,700","2,700",,
Washington,,,,"9,461","9,461",,
Westmoreland,,,,125,125,,
Wise,,,,"4,672","4,672",,
Wythe,,,,"2,183","2,183",,
York,,,,"2-1-,090","2-1-,090",,
Total,,,,"51 5,160","51 5,160",,
' Includes,"17,366 acres o f other private land under long-term lease","17,366 acres o f other private land under long-term lease","17,366 acres o f other private land under long-term lease",,,,
