Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”,Name: “Table 1 of 1 on page 81 of 115”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,,,,,,,
Table 26-Volume,Table 26-Volume,Table 26-Volume,"of growing stock on timberland,","of growing stock on timberland,",by species and forest-type,by species and forest-type,by species and forest-type,"group,","Virginia,",1992,,,,,
,,,--,,,,,,,,,--,-,---,
,,,,,,,,,,Forest-tvoe arouo,,,,,
,,,,All,White pine-,Spruce-,Longleaf-,Loblolly-,Loblolly-,Oak-,Oak-,Oak-gum-,Elm-ash-,Elm-ash-,Maple-beech-
Species,Species,,,types,hemlock,fir,slash,shortleaf,shortleaf,pine,hickory,cypress,cottonwood,cottonwood,b-i-rch
,,,,,,,,,Thousand cubic feet,Thousand cubic feet,,,,,
Softwood,Softwood,,,,,,,,,,,,,,
Longieaf,Longieaf,pine,,,,,,,,,,,,,
,Slash pine,Slash pine,,,,,,,,,,,,,
,Shortleaf pine,Shortleaf pine,,,,,,,,,,,,,
,Lobloliy pine,Lobloliy pine,,,,,,,,,,,,,
,Pond plne,,,,,,,,,,,,,,
,Virginia,pine,,,,,,,,,,,,,
,Pitch pine,,,,,,,,,,,,,,
,Table,mountain pine,mountain pine,,,,,,,,,,,,
,Spruce,pine,,,,,,,,,,,,,
,Sand pine,Sand pine,,,,,,,,,,,,,
,Eastern white,Eastern white,pine,,,,,,,,,,,,
,Eastern hemlock,Eastern hemlock,Eastern hemlock,,,,,,,,,,,,
,Spruce,and f ~ r,,,,,,,,,,,,,
,Baldcypress,Baldcypress,,,,,,,,,,,,,
,Poundcypress,Poundcypress,,,,,,,,,,,,,
,Cedars,,,,,,,,,,,,,,
,Total softwoods,Total softwoods,Total softwoods,,,,,,,,,,,,
Hardwood,Hardwood,,,,,,,,,,,,,,
,Select white,Select white,oaks',,,,,,,,,,,,
,Select red oaks2,Select red oaks2,Select red oaks2,,,,,,,,,,,,
,Chestnut,oak,,,,,,,,,,,,,
,Other white,Other white,oaks,,,,,,,,,,,,
,Other,red oaks,,,,,,,,,,,,,
,Hickory,,,,,,,,,,,,,,
,Yellow,birch,,,,,,,,,,,,,
,Hard maple,Hard maple,,,,,,,,,,,,,
,Soft maple,Soft maple,,,,,,,,,,,,,
,Beech,,,,,,,,,,,,,,
,Sweetgum,Sweetgum,,,,,,,,,,,,,
,Tupelo and blackgum,Tupelo and blackgum,Tupelo and blackgum,,,,,,,,,,,,
,Ash,,,,,,,,,,,,,,
,Cottonwood,Cottonwood,,,,,,,,,,,,,
,Basswood,Basswood,,,,,,,,,,,,,
,Yellow-poplar,Yellow-poplar,,,,,,,,,,,,,
,Bay and magnolia,Bay and magnolia,Bay and magnolia,,,,,,,,,,,,
,Biack cherry,Biack cherry,,,,,,,,,,,,,
,Black,walnut,,,,,,,,,,,,,
,Sycamore,Sycamore,,,,,,,,,,,,,
,Black,locust,,,,,,,,,,,,,
,Elm,,,,,,,,,,,,,,
,Other,eastern hardwoods,eastern hardwoods,,,,,,,,,,,,
,Total hardwoods,Total hardwoods,Total hardwoods,"19,838,406","101,455",,--,,646.742,"1,534.516","16.1 98,257","725,448",314.459,314.459,317 529
,,,,,,,,,,,,-- --,-- --,-,-- -
All species,All species,,,"26,486,794","449,887",--,--,"4,931,878","4,931,878","2,683,532","16,968,071","799,379","322,417","322,417","331,630"
,,,,,,,,,,,,-,,,--
I,"includes wh~te,swamp white, swamp chestnut,","includes wh~te,swamp white, swamp chestnut,","includes wh~te,swamp white, swamp chestnut,","includes wh~te,swamp white, swamp chestnut,",and ch~nkapinoaks,,"' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks",,,,
