Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”,Name: “Table 1 of 1 on page 106 of 115”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,
Table,50-Volume,of sawtimber,"on timberland,","by county and species group, Virginia,","by county and species group, Virginia,",1992--Continued
,,All,Yellow,Other,Soft,Hard
County,,species,pine,softwood,hardwood,hardwood
Lancaster,Lancaster,,,--,"85,423",
Lee,,,,"2,399","293,535",
Loudoun,Loudoun,,,"2,287","148,483",
Louisa,,,,"9,702","243,923",
Lunenburg,Lunenburg,,,"1,869","200,537",
Madison,Madison,,,"53,447","222,197",
Mathews,Mathews,,,--,"19,324",
Mecklenburg,Mecklenburg,,,"3,143","440,687",
Middlesex,Middlesex,,,.-,"80,564",
Montgomery,Montgomery,,,"21 6,381","106,27 1",
Nelson,,,,"79,275","609,634",
N e w Kent,N e w Kent,,,--,"207,553",
Newport N e w s,Newport N e w s,,,--,"25,333",
Northampton,Northampton,,,..,"25,648",
Northumberland,Northumberland,,,--,"82,836",
Nottoway,Nottoway,,,--,"176,466",
Orange,,,,"25,328","204,202",
Page,,,,"26,923","59,209",
Patrick,,,,"68,706","350,254",
Pittsylvania,Pittsylvania,,,"10,013","788,732",
Powhatan,Powhatan,,,--,"253,434",
Prince Edward,Prince Edward,,,"1,736","168,661",
Prince George,Prince George,,,"49,965","154,915",
Prince William,Prince William,,,--,"165,043",
Pulaski,,,,"28,637","80,403",
Rappahannock,Rappahannock,,,"13,015","244,830",
Richmond,Richmond,,,--,"243,801",
Roanoke,Roanoke,,,"83,887","46,080",
Rockbridge,Rockbridge,,,"90,264",179.085,
Rockingham,Rockingham,,,"138,547","146,172",
Russell,,,,"14,991","393,625",
Scott,,,,"12,877","699,423",
Shenandoah,Shenandoah,,,"74,246","90,123",
Smyth,,,,"76,279","197,996",
Southampton,Southampton,,,"63,817","417,846",
Spotsylvania,Spotsylvania,,,"8,958","242,012",
Stafford,,,,--,"373,611",
Suffolk,,,,"28,923","173,291",
Surry,,,,"11,017","188,365",
Sussex,,,,"22,865","179,798",
Tazewell,Tazewell,,,"8,489","470,819",
Virginia,Beach,,,"4,307","67,044",
Warren,,,,"5,599","91,052",
Washington,Washington,,,"26,021","588,489",
Westmoreland,Westmoreland,,,--,"131,200",
Wise,,,,"42,577","41 5,673",
Wythe,,,,"109,016","54,551",
York,,,,,,
Total,,,,"3,919,241","22,092,596",
