Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”,Name: “Table 1 of 1 on page 72 of 115”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,,,,,,,,
Table,18-Number,18-Number,"of growing-stock trees on timberland,","of growing-stock trees on timberland,","by species and diameter class, Virginia,","by species and diameter class, Virginia,","by species and diameter class, Virginia,","by species and diameter class, Virginia,",1992,,,,,,,,,
,,,,,,,,,,,,--,-.,,--,-,-,
,,,,,,,Diameter class (inches at breast height),Diameter class (inches at breast height),Diameter class (inches at breast height),Diameter class (inches at breast height),,,,,,,,
,,,,,,,,,,,,- --,---,---,,,,---
,,,All,1 .O-,3.0-,5.0-,7.0-,9.0-,1 1 .O-,13.0-,15.0-,17.0-,19.0-,19.0-,2 1 .O-,,2 9 . 0 and,2 9 . 0 and
Species,Species,,classes,2.9,4.9,6.9,8.9,10.9,12.9,14.9,16.9,18.9,2 0 .9-..-..,2 0 .9-..-..,28.9.-,28.9.-,larger,larger
,,,,,,,,Thousand trees,Thousand trees,,,,,,,,,
Softwood,Softwood,,,,,,,,,,,,,,,,,
,Longleaf,pine,,,,,,,,,,,,,,,,
,Slash pine,,,,,,,,,,,,,,,,,
,Shortleaf pine,Shortleaf pine,,,,,,,,,,,,,,,,
,Loblolly pine,Loblolly pine,,,,,,,,,,,,,,,,
,Pond pine,,,,,,,,,,,,,,,,,
,Virginia,pine,,,,,,,,,,,,,,,,
,Pitch pine,,,,,,,,,,,,,,,,,
,Table,Mountain plne,,,,,,,,,,,,,,,,
,Spruce pine,Spruce pine,,,,,,,,,,,,,,,,
,Sand pine,,,,,,,,,,,,,,,,,
,Eastern white,Eastern white,pine,,,,,,,,,,,,,,,
,Eastern hemlock,Eastern hemlock,,,,,,,,,,,,,,,,
,Spruce and fir,Spruce and fir,,,,,,,,,,,,,,,,
,Baldcypress,Baldcypress,,,,,,,,,,,,,,,,
,Pondcypress,Pondcypress,,,,,,,,,,,,,,,,
,Cedars,,,,,,,,,,,,,,,,,
,Total softwoods,Total softwoods,,,,,,,,,,,,,,,,
Hardwood,Hardwood,,,,,,,,,,,,,,,,,
,Select white oaks',Select white oaks',,,,,,,,,,,,,,,,
,Select,red oaks2,,,,,,,,,,,,,,,,
,Chestnut oak,Chestnut oak,,,,,,,,,,,,,,,,
,Other white oaks,Other white oaks,,,,,,,,,,,,,,,,
,Other red oaks,Other red oaks,,,,,,,,,,,,,,,,
,Hickory,,,,,,,,,,,,,,,,,
,Yellow,b ~ r c h,,,,,,,,,,,,,,,,
,Hard maple,Hard maple,,,,,,,,,,,,,,,,
,Soft maple,Soft maple,,,,,,,,,,,,,,,,
,Beech,,,,,,,,,,,,,,,,,
,Sweetgum,Sweetgum,,,,,,,,,,,,,,,,
,Tupelo,and blackgum,,,,,,,,,,,,,,,,
,Ash,,,,,,,,,,,,,,,,,
,Cottonwood,Cottonwood,,,,,,,,,,,,,,,,
,Basswood,Basswood,,,,,,,,,,,,,,,,
,Yellow-poplar,Yellow-poplar,,,,,,,,,,,,,,,,
,Bay and magnolia,Bay and magnolia,,,,,,,,,,,,,,,,
,Black cherry,Black cherry,,,,,,,,,,,,,,,,
,Black walnut,Black walnut,,,,,,,,,,,,,,,,
,Sycamore,Sycamore,,,,,,,,,,,,,,,,
,Black locust,Black locust,,,,,,,,,,,,,,,,
,Elm,,,,,,,,,,,,,,,,,
,Other,eastern,hardwoods,,,,,,,,,,,,,,,
,Total,hardwoods,,,,,,,,,,,,,,,,
All spec~es,All spec~es,,"6,842,491","3,236,669","1.41 1,281","830,910",537.375,"332,232","206,387","123,907","73,474","42,051","23,150","23,150",23,194,"1,861","1,861"
,,,,,,,,,,,,-,-,-,-,,-,-
,,,,,,,,,,,,,,,,,--,
I,"Includes wh~te,swamp wh~te,swamp chestnut,","Includes wh~te,swamp wh~te,swamp chestnut,","Includes wh~te,swamp wh~te,swamp chestnut,",and chinkapin oaks,,"' Includes cherrybark, northern red, and shurnard oaks","' Includes cherrybark, northern red, and shurnard oaks","' Includes cherrybark, northern red, and shurnard oaks","' Includes cherrybark, northern red, and shurnard oaks",,,,,,,,,
