Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”,Name: “Table 1 of 1 on page 65 of 115”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,
Table,8 - A r e a,"of t i m b e r l a n d ,",b y f o r e s t,t y p e,a n d o w n e r s h i p,"class,","Virginia,","Virginia,",1992,
,,,,,,,Ownership,class,,
,,,,,,,,,Forest,
,,,All,National,,Other,Forest,Forest,industry-,Other
Forest type,,,,,,public,industry,industry,leased,private
,,,,,-,,--,,,
,,,,,,,Acres,,,
Softwood types,Softwood types,,,,,,,,,
White pine-hemlock,White pine-hemlock,,,,,,,,,
Spruce-fir,Spruce-fir,,,,,,,,,
Longleaf pine,Longleaf pine,,,,,,,,,
Slash pine,Slash pine,,,,,,,,,
Loblolly pine,Loblolly pine,,,,,,,,,
Shortleaf,pine,,,,,,,,,
Virginia pine,Virginia pine,,,,,,,,,
Sand pine,Sand pine,,,,,,,,,
Eastern redcedar,Eastern redcedar,,,,,,,,,
Pond pine,Pond pine,,,,,,,,,
Spruce pine,Spruce pine,,,,,,,,,
Pitch pine,Pitch pine,,,,,,,,,
Table Mountain pine,Table Mountain pine,,,,,,,,,
Total,,,,,,,,,,
Hardwood types,Hardwood types,,,,,,,,,
Oak-pine,,,,,,,,,,
Oak-hickory,Oak-hickory,,,,,,,,,
Chestnut oak,Chestnut oak,,,,,,,,,
Southern scrub oak,Southern scrub oak,,,,,,,,,
Oak-gum-cypress,Oak-gum-cypress,,,,,,,,,
Elm-ash-cottonwood,Elm-ash-cottonwood,,,,,,,,,
Maple-beech-birch,Maple-beech-birch,,,,,,,,,
Total,,,,,,,,,,
All types,,"15,447,550","15,447,550","1,468,126","515,160","515,160","1,537,397","1,537,397","17,366","11,909,501"
