Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”,Name: “Table 1 of 1 on page 73 of 115”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,,,,
Table,19-Merchantable,19-Merchantable,19-Merchantable,"volume of live trees on timberland,","volume of live trees on timberland,","by species and diameter class, Virginia,","by species and diameter class, Virginia,","by species and diameter class, Virginia,","by species and diameter class, Virginia,",1 9 9 2,,,,,,
- - - -.- -,- - - -.- -,,,,,,,,,,--,--,--,-.,,
,,,,,,,,,Diameter class,i n c h e s a t breast,i n c h e s a t breast,heiohti,,,,
,,,,,,,,,,,,,-,--,-. .- ......,-
,,,,All,5.0-,7.0-,9.0-,11 .O-,13.0-,,15.0-,17.0-,19.0-,21 .O-,21 .O-,29.0 and
,,,,classes,6.9,8.9,10.9,12.9,14.9,,16.9,18.9,,28.9,28.9,larger
,,,,,,,,Thousand cubic feet,Thousand cubic feet,Thousand cubic feet,,,,,,
Softwood,Softwood,,,,,,,,,,,,,,,
Longleaf,Longleaf,pine,,,,,,,,,,,,,,
Slash plne,Slash plne,,,,,,,,,,,,,,,
Shortleaf,Shortleaf,pine,pine,,,,,,,,,,,,,
Loblolly,Loblolly,pine,,,,,,,,,,,,,,
Pond pine,Pond pine,,,,,,,,,,,,,,,
Virginia,Virginia,pine,,,,,,,,,,,,,,
Pitch pine,Pitch pine,,,,,,,,,,,,,,,
Table,Table,M o u n t a i n pine,M o u n t a i n pine,,,,,,,,,,,,,
Spruce pine,Spruce pine,,,,,,,,,,,,,,,
Sand pine,Sand pine,,,,,,,,,,,,,,,
Eastern w h ~ t epine,Eastern w h ~ t epine,Eastern w h ~ t epine,Eastern w h ~ t epine,,,,,,,,,,,,,
Eastern hemlock,Eastern hemlock,Eastern hemlock,Eastern hemlock,,,,,,,,,,,,,
,Spruce and,fir,fir,,,,,,,,,,,,,
,Baldcypress,,,,,,,,,,,,,,,
,Pondcypress,Pondcypress,,"10,342",,184,,585,,.-,"1,399",679,"1,363",,"3,245",2.887
,Cedars,,,"97,525","42,968","23,431","14,527","8,140","4,456","4,456","4,003",-- - --__ -;=--:-,-- - --__ -;=--:-,-- - --__ -;=--:-,-- - --__ -;=--:-,-- - --__ -;=--:-
,Total s o f t w o o d s,Total s o f t w o o d s,Total s o f t w o o d s,"6,723,490","974,034","1,443.740","1,340,571","1,065,601",690.894,690.894,467.7 1 3,"290,894","--1 9 5 , 4 5 2","2 1 6 , m","2 1 6 , m","_3-,-93-6-"
Hardwood,Hardwood,,,,,,,,,,,,,,,
,Select,w h i t e,o a k s ',,,,,,,,,,,,,
,Select,red oaks',red oaks',,,,,,,,,,,,,
,C h e s t n u t oak,C h e s t n u t oak,C h e s t n u t oak,,,,,,,,,,,,,
,Other w h i t e,Other w h i t e,oaks,,,,,,,,,,,,,
,Other,red oaks,red oaks,,,,,,,,,,,,,
,Hickory,,,,,,,,,,,,,,,
,Y e l l o w,birch,,,,,,,,,,,,,,
,Hard maple,,,,,,,,,,,,,,,
,S o f t maple,,,,,,,,,,,,,,,
,Beech,,,,,,,,,,,,,,,
,Sweetgum,,,,,,,,,,,,,,,
,Tupelo,and b a c k g u m,and b a c k g u m,,,,,,,,,,,,,
,Ash,,,,,,,,,,,,,,,
,Cottonwood,Cottonwood,Cottonwood,,,,,,,,,,,,,
,Basswood,,,,,,,,,,,,,,,
,Yellow-poplai,Yellow-poplai,Yellow-poplai,,,,,,,,,,,,,
,Bay and mag?olia,Bay and mag?olia,Bay and mag?olia,,,,,,,,,,,,,
,Black cherry,Black cherry,,,,,,,,,,,,,,
,Black w a l n u t,Black w a l n u t,Black w a l n u t,,,,,,,,,,,,,
,Sycamore,,,,,,,,,,,,,,,
,Black,locust,,,,,,,,,,,,,,
,Elm,,,,,,,,,,,,,,,
,Other easterr) h a r d w o o d s,Other easterr) h a r d w o o d s,Other easterr) h a r d w o o d s,,,,,,,,,,,,,
,Total hartlwoods,Total hartlwoods,Total hartlwoods,,,,,,,,,,,,,
All,species,,,"28,612,558","2,779,376","3,889,034","4,305.528",4.221.065,3.664.860,3.664.860,"3,004,778","2,265.802","1,596.41 1","2,431,842","2,431,842",453.862
,,,,-,,,-.,,,,,,,-,,
"' Includes white, swamp white,","' Includes white, swamp white,","' Includes white, swamp white,","' Includes white, swamp white,","swamp chestnut, and ch~nkapinoaks.","swamp chestnut, and ch~nkapinoaks.",,"' Includes cherrybark,","northern red, and shumard oaks.","northern red, and shumard oaks.","northern red, and shumard oaks.","northern red, and shumard oaks.",,,,,
