Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”,Name: “Table 1 of 1 on page 79 of 115”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,,,,,,,
o,Table 24-Total,Table 24-Total,volume of,"live trees on timberland,","live trees on timberland,","by species and diameter class,","by species and diameter class,","by species and diameter class,","Virginia,",1992,,,,,,,
,,,,,,,,,Diameter class (inches at breast height),Diameter class (inches at breast height),Diameter class (inches at breast height),Diameter class (inches at breast height),,,,,
,,,,,,,,,,,,,,.---,,,.-
,,,,All,1 .O-,3.0-,5.0-,7.0-,9.0-,1 1 .O-,13.0-,15.0-,17.0-,19.0-,21 .O-,29.0and,
,Species,,,classes,2.9,4.9,6.9,8.9,10.9,12.9,14.9,16.9,18.9,20.9,28.9,larger,
,,,,,,,,,,,,-- -,-- -,.-,,-.,-
,,,,,,,,,Thousand cubic feer,Thousand cubic feer,,,,,,,
,Softwood,,,,,,,,,,,,,,,,
,Longleaf,pine,,,,,,,,,,,,,,,
,Slash pine,Slash pine,,,,,,,,,,,,,,,
,Shortleaf,pine,,,,,,,,,,,,,,,
,Lobloily pine,Lobloily pine,,,,,,,,,,,,,,,
,Pond pine,Pond pine,,,,,,,,,,,,,,,
,Virginia,pine,,,,,,,,,,,,,,,
,Pitch pine,Pitch pine,,,,,,,,,,,,,,,
,Table Mountain pine,Table Mountain pine,Table Mountain pine,,,,,,,,,,,,,,
,Spruce pine,Spruce pine,,,,,,,,,,,,,,,
,Sand pine,Sand pine,,,,,,,,,,,,,,,
,Eastern w h ~ t epine,Eastern w h ~ t epine,Eastern w h ~ t epine,,,,,,,,,,,,,,
,Eastern hemlock,Eastern hemlock,Eastern hemlock,,,,,,,,,,,,,,
,Spruce,and fir,,,,,,,,,,,,,,,
,Baldcypress,Baldcypress,,,,,,,,,,,,,,,
,Pondcypress,Pondcypress,,,,,,,,,,,,,,,
,Cedars,,,,,,,,,,,,,,,,
,Total softwoods,Total softwoods,Total softwoods,,,,,,,,,,,,,,
,Hardwood,,,,,,,,,,,,,,,,
,Select,white,oaks',,,,,,,,,,,,,,
,Select red oaks',Select red oaks',Select red oaks',,,,,,,,,,,,,,
,Chestnut,oak,,,,,,,,,,,,,,,
,Other white,Other white,oaks,,,,,,,,,,,,,,
,Other,red oaks,red oaks,,,,,,,,,,,,,,
,Hickory,,,,,,,,,,,,,,,,
,Yellow,birch,,,,,,,,,,,,,,,
,Hard maple,Hard maple,,,,,,,,,,,,,,,
,Soft maple,Soft maple,,,,,,,,,,,,,,,
,Beech,,,,,,,,,,,,,,,,
,Sweetgum,Sweetgum,,,,,,,,,,,,,,,
,Tupelo and blackgum,Tupelo and blackgum,Tupelo and blackgum,,,,,,,,,,,,,,
,Ash,,,,,,,,,,,,,,,,
,Cottonwood,Cottonwood,,,,,,,,,,,,,,,
,Basswood,Basswood,,,,,,,,,,,,,,,
,Yellow-poplar,Yellow-poplar,,,,,,,,,,,,,,,
,Bay and magnolia,Bay and magnolia,Bay and magnolia,,,,,,,,,,,,,,
,Black,cherry,,,,,,,,,,,,,,,
,Black walnut,Black walnut,,,,,,,,,,,,,,,
,Sycamore,Sycamore,,,,,,,,,,,,,,,
,Black locust,Black locust,,,,,,,,,,,,,,,
,Elm,,,,,,,,,,,,,,,,
,Other eastern hardwoods,Other eastern hardwoods,Other eastern hardwoods,,,,,,,,,,,,,,
,Total hardwoods,Total hardwoods,Total hardwoods,,,,,,,,,,,,,,
,All species--,,,"39,354,073","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249","1,589,5612,666,5663,958,6264,861,9125,216,4265,050,1514,368,3933,571,3842,696,3631,899,7572,918,685 556,249"
,,,,,,,,,,,,,,,,-,--
,"' includes white, swamp whlte, swamp chestnut,","' includes white, swamp whlte, swamp chestnut,","' includes white, swamp whlte, swamp chestnut,","' includes white, swamp whlte, swamp chestnut,",and ch~nkap~onaks,"' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks","' Includes cherrybark, northern red, and shumard oaks",,,,,,,
