Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,
Silvicultural Best Management,,,,,
Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,,
,,,,,2012
,,Response Counts,Response Counts,,
Audit Questions by Category,,,,,% Yes
,N/A,No,Yes,Total,
Were prescribed burns on fragile soils and steep slopes absolutely,237,–,3,240,100
necessary to achieve goals?,,,,,
Were steep grades and/or fragile soils protected from excessive,236,–,4,240,100
burn and ground disturbance?,,,,,
Mechanical_SP,"3,329",8,23,"3,360",74
Are SMZs maintained with no significant disturbance?,236,2,2,240,50
Did all mechanical operations avoid slopes in excess of 45%?,236,–,4,240,100
Did all mechanical operations avoid wet or fragile ground?,236,–,4,240,100
Did all mechanical operations take place on the contour to the,236,1,3,240,75
extent possible?,,,,,
"Did bedding contractor avoid tying beds into streams, ditches or",239,1,–,240,0
drainage structures?,,,,,
Did machine planters avoid excessive slopes?,240,–,–,240,N/A
Did operators prevent debris or soil in the stream sufficient to,236,–,4,240,100
degrade banks or impede flow?,,,,,
"Did raking, piling and windrowing avoid excessive movement or",236,1,3,240,75
exposure of mineral soil?,,,,,
"Did scalping, furrowing and sub-soiling avoid connections to",239,1,–,240,0
drainages?,,,,,
Is scalping and furrowing less than 6 inches deep and on the,240,–,–,240,N/A
contour?,,,,,
Is soil disturbance minimized across the site relative to,236,1,3,240,75
establishment goals?,,,,,
Was bedding conducted on the contour where possible?,239,1,–,240,0
Was machine planting done on the contour?,240,–,–,240,N/A
Was sub-soiling or ripping done on the contour?,240,–,–,240,N/A
Planning,221,73,426,720,85
In the case of severe site conditions (very wet or steep) was the,216,11,13,240,54
"harvesting system modified to reduce damage to soil, site and",,,,,
water?,,,,,
"Is there evidence or knowledge of a harvest plan (painted lines,",3,61,176,240,74
"flagging, delineated hazards, SMZs or decks, engineered roads,",,,,,
etc...)?,,,,,
Is there evidence that the logger utilized a harvesting system that,2,1,237,240,100
is generally appropriate for the site and timber conditions?,,,,,
Roads,"2,551",298,"1,711","4,560",85
Are grades between 2% and 10% except for necessary deviations?,64,5,171,240,97
Page 7,,,,,
