Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,
Silvicultural Best Management,,,,,
Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,,
,,,,,2013
,,Response Counts,Response Counts,,
Audit Questions by Category,,,,,% Yes
,N/A,No,Yes,Total,
Were prescribed burns on fragile soils and steep slopes absolutely,239,–,1,240,100.0
necessary to achieve goals?,,,,,
Were steep grades and/or fragile soils protected from excessive,235,–,5,240,100.0
burn and ground disturbance?,,,,,
Mechanical_SP,"3,360",–,–,"3,360",N/A
Are SMZs maintained with no significant disturbance?,240,–,–,240,N/A
Did all mechanical operations avoid slopes in excess of 45%?,240,–,–,240,N/A
Did all mechanical operations avoid wet or fragile ground?,240,–,–,240,N/A
Did all mechanical operations take place on the contour to the,240,–,–,240,N/A
extent possible?,,,,,
"Did bedding contractor avoid tying beds into streams, ditches or",240,–,–,240,N/A
drainage structures?,,,,,
Did machine planters avoid excessive slopes?,240,–,–,240,N/A
Did operators prevent debris or soil in the stream sufficient to,240,–,–,240,N/A
degrade banks or impede flow?,,,,,
"Did raking, piling and windrowing avoid excessive movement or",240,–,–,240,N/A
exposure of mineral soil?,,,,,
"Did scalping, furrowing and sub-soiling avoid connections to",240,–,–,240,N/A
drainages?,,,,,
Is scalping and furrowing less than 6 inches deep and on the,240,–,–,240,N/A
contour?,,,,,
Is soil disturbance minimized across the site relative to,240,–,–,240,N/A
establishment goals?,,,,,
Was bedding conducted on the contour where possible?,240,–,–,240,N/A
Was machine planting done on the contour?,240,–,–,240,N/A
Was sub-soiling or ripping done on the contour?,240,–,–,240,N/A
Planning,228,72,420,720,85.4
In the case of severe site conditions (very wet or steep) was the,224,6,10,240,62.5
"harvesting system modified to reduce damage to soil, site and",,,,,
water?,,,,,
"Is there evidence or knowledge of a harvest plan (painted lines,",4,63,173,240,73.3
"flagging, delineated hazards, SMZs or decks, engineered roads,",,,,,
etc...)?,,,,,
Is there evidence that the logger utilized a harvesting system that,–,3,237,240,98.8
is generally appropriate for the site and timber conditions?,,,,,
Page 7,,,,,
