Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
Silvicultural Best Management,,,,,
Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,,
,,,,,2013
,,Response Counts,Response Counts,,
Audit Questions by Category,,,,,% Yes
,N/A,No,Yes,Total,
Is the addition of unnatural materials in the stream to facilitate the,234,1,5,240,83.3
use of a ford minimized?,,,,,
Were pole bridges used only in appropriate circumstances?,227,2,11,240,84.6
Decks,568,105,"1,487","2,160",93.4
Are all decks limited in size?,4,1,235,240,99.6
Are all log decks located at least 50 feet from the nearest SMZ.,63,10,167,240,94.4
Are appropriate soil protection measures in place to prevent,8,43,189,240,81.5
erosion on the deck?,,,,,
Are decks reshaped where needed to ensure drainage?,128,4,108,240,96.4
Are fluid spills from equipment minimal?,3,2,235,240,99.2
Are log decks located on relatively well-drained ground with low to,3,4,233,240,98.3
moderate slopes?,,,,,
Are sediment trapping structures present if needed to prevent,195,2,43,240,95.6
pollution?,,,,,
Are water diversion structures installed to prevent water from,161,33,46,240,58.2
crossing the deck?,,,,,
"Is the deck free of trash, garbage and other non-slash debris",3,6,231,240,97.5
related to the harvest operation?,,,,,
Fires,"3,544",9,47,"3,600",83.9
Are command and staging areas located away from streams?,236,–,4,240,100.0
Are large areas of bare soil re-vegetated where slope exceeded,238,2,–,240,0.0
5%?,,,,,
"Are water bars installed properly on firelines, roads and cleared",237,1,2,240,66.7
areas?,,,,,
Did fire crew avoid plowing up and down slopes where possible?,235,–,5,240,100.0
Did fireline construction avoid disturbing existing gullies?,235,–,5,240,100.0
Did the burning crew avoid exposing large areas of mineral soil?,235,–,5,240,100.0
Did the burning crew avoid pushing firelines directly into streams?,236,–,4,240,100.0
Does fireline construction follow appropriate skid trail BMPs?,235,2,3,240,60.0
Does fireline construction divert water away from streams where,236,1,3,240,75.0
necessary?,,,,,
Is all fire-related debris removed from stream channels?,238,–,2,240,100.0
Is all refuse and sewage disposed of properly?,236,–,4,240,100.0
Is vegetation or slash on firelines and cleared areas to prevent,236,3,1,240,25.0
erosion as needed?,,,,,
Were high intensity site-prep burns kept out of the SMZs?,237,–,3,240,100.0
Page 6,,,,,
