Name: “Table 1 of 1 on page 110 of 164”,Name: “Table 1 of 1 on page 110 of 164”,Name: “Table 1 of 1 on page 110 of 164”,Name: “Table 1 of 1 on page 110 of 164”,Name: “Table 1 of 1 on page 110 of 164”,Name: “Table 1 of 1 on page 110 of 164”
Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110
,,,,,
Text Tables,Text Tables,,,,
"Table 24—Average net annual growth, removals, and mortality","Table 24—Average net annual growth, removals, and mortality","Table 24—Average net annual growth, removals, and mortality","Table 24—Average net annual growth, removals, and mortality","Table 24—Average net annual growth, removals, and mortality","Table 24—Average net annual growth, removals, and mortality"
"on timberland by component, species group, and ownership","on timberland by component, species group, and ownership","on timberland by component, species group, and ownership","on timberland by component, species group, and ownership","on timberland by component, species group, and ownership","on timberland by component, species group, and ownership"
"class, Virginia, 1992–2000","class, Virginia, 1992–2000","class, Virginia, 1992–2000",,,
,,,,Ownership class,Ownership class
Component and,Component and,All,,Forest,Nonindustrial
species group,species group,classes,Public,industry,private
,,,million cubic feet,million cubic feet,
Growth,Growth,,,,
,Softwoods,327.2,7.9,60.4,258.9
,Hardwoods,662.9,72.0,31.0,559.9
,Total,990.0,79.8,91.4,818.8
Removals,Removals,,,,
,Softwoods,298.7,6.7,52.8,239.2
,Hardwoods,399.2,22.0,34.8,342.3
,Total,697.9,28.7,87.7,581.6
Mortality,Mortality,,,,
,Softwoods,119.4,26.6,5.2,87.6
,Hardwoods,214.1,52.1,6.9,155.2
,Total,333.6,78.6,12.1,242.8
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.
"Table 25—Average net annual growth, removals, and","Table 25—Average net annual growth, removals, and","Table 25—Average net annual growth, removals, and","Table 25—Average net annual growth, removals, and","Table 25—Average net annual growth, removals, and","Table 25—Average net annual growth, removals, and"
"mortality on timberland by forest-type group, Virginia,","mortality on timberland by forest-type group, Virginia,","mortality on timberland by forest-type group, Virginia,","mortality on timberland by forest-type group, Virginia,","mortality on timberland by forest-type group, Virginia,","mortality on timberland by forest-type group, Virginia,"
1992–2000,1992–2000,,,,
Forest-type group,Forest-type group,,Growth,Removals,Mortality
,,,,million cubic feet,
Oak-hickory,Oak-hickory,,521.6,333.7,192.1
Loblolly-shortleaf pine,Loblolly-shortleaf pine,Loblolly-shortleaf pine,305.2,256.4,80.2
Oak-pine,Oak-pine,,97.9,67.2,37.3
Oak-gum-cypress,Oak-gum-cypress,,23.2,15.8,9.9
White-red-jack pine,White-red-jack pine,White-red-jack pine,20.2,16.8,4.5
Elm-ash-cottonwood,Elm-ash-cottonwood,Elm-ash-cottonwood,13.2,2.5,6.6
Other a,Other a,,8.8,5.6,3.1
,All groups,,990.0,697.9,333.6
Numbers in columns may not sum to totals due to rounding.,Numbers in columns may not sum to totals due to rounding.,Numbers in columns may not sum to totals due to rounding.,Numbers in columns may not sum to totals due to rounding.,Numbers in columns may not sum to totals due to rounding.,
a,"Other includes maple-beech-birch, unknown, and nonstocked.","Other includes maple-beech-birch, unknown, and nonstocked.","Other includes maple-beech-birch, unknown, and nonstocked.","Other includes maple-beech-birch, unknown, and nonstocked.",
90,,,,,
