Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”,Name: “Table 1 of 1 on page 158 of 164”
Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155
,,,,,,,,,
,,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,
"Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,","Appendix table D.28—Average net annual growth of growing stock on timberland by forest-type group, stand origin,"
"and species group, Virginia, 1992–2000","and species group, Virginia, 1992–2000","and species group, Virginia, 1992–2000","and species group, Virginia, 1992–2000",,,,,,
,,,,,Softwoods,,,Hardwoods,
Forest-type groupa,Forest-type groupa,Forest-type groupa,All,All,Yellow,Other,All,Soft,Hard
and stand originb,and stand originb,,species,softwoods,pine,softwood,hardwoods,hardwood,hardwood
,,,,,,million cubic feet,,,
Softwood types,Softwood types,,,,,,,,
,White-red-jack pine,White-red-jack pine,,,,,,,
,Planted,,6.4,6.4,6.4,—,0.0,0.1,-0.1
,Natural,,8.5,6.5,5.8,0.7,2.0,1.2,0.9
,Total,,14.8,12.9,12.2,0.7,2.0,1.2,0.7
,Loblolly-shortleaf pine,Loblolly-shortleaf pine,,,,,,,
,Planted,,201.0,189.3,189.2,0.1,11.8,8.2,3.5
,Natural,,92.0,63.2,62.0,1.1,28.8,18.8,10.0
,Total,,293.0,252.4,251.2,1.2,40.5,27.1,13.5
,Pinyon-juniper,c,2.3,1.8,0.3,1.5,0.5,0.1,0.4
,Total softwoods,Total softwoods,310.1,267.1,263.7,3.4,43.0,28.4,14.6
Hardwood types,Hardwood types,,,,,,,,
,Oak-pine,,,,,,,,
,Planted,,22.2,13.9,13.9,0.0,8.3,4.5,3.7
,Natural,,69.8,20.1,18.9,1.2,49.7,22.8,26.9
,Total,,91.9,34.0,32.8,1.2,57.9,27.3,30.6
,Oak-hickory,,506.0,17.1,14.1,3.0,488.9,233.1,255.9
,Oak-gum-cypress,Oak-gum-cypress,17.0,2.4,1.0,1.4,14.6,10.0,4.6
,Elm-ash-cottonwood,Elm-ash-cottonwood,14.5,0.3,0.3,0.0,14.2,10.9,3.4
,Maple-beech-birch,Maple-beech-birch,8.0,0.1,0.0,0.1,7.9,2.1,5.8
,Total hardwoods,Total hardwoods,637.4,53.8,48.2,5.6,583.6,283.3,300.3
Nonstocked,Nonstocked,,0.3,0.1,0.1,—,0.2,0.4,-0.2
All groups,All groups,,947.7,321.0,312.0,9.0,626.7,312.0,314.7
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,,
"— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ","— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ","— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ","— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ","— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ","— = no sample for the cell; 0.0 = a value of > 0.00 but 
    ",,,,
a,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,
b,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,,,,
c,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,,,,,,
138,138,,,,,,,,
