Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”,Name: “Table 1 of 1 on page 157 of 164”
Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154
,,,,,,,,
Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,,
Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by,Appendix table D.27—Average net annual growth and average annual removals of sawtimber on timberland by
"ownership class and species group, Virginia, 1992–2000","ownership class and species group, Virginia, 1992–2000","ownership class and species group, Virginia, 1992–2000","ownership class and species group, Virginia, 1992–2000","ownership class and species group, Virginia, 1992–2000",,,,
,,,,Softwoods,,,Hardwoods,
,,All,All,Yellow,Other,All,Soft,Hard
Ownership class,Ownership class,species,softwood,pine,softwood,hardwood,hardwood,hardwood
,,,,Average net annual growth (million board feet a ),Average net annual growth (million board feet a ),Average net annual growth (million board feet a ),,
National forest,National forest,206.1,6.5,2.5,4.0,199.6,77.1,122.5
Other public,Other public,143.1,47.4,46.9,0.4,95.7,45.0,50.6
Forest industry,Forest industry,261.8,150.0,146.7,3.3,111.8,59.9,52.0
Nonindustrial private,Nonindustrial private,"3,237.7",968.5,943.5,25.0,"2,269.2","1,111.1","1,158.1"
,All classes,"3,848.7","1,172.4","1,139.6",32.7,"2,676.3","1,293.1","1,383.2"
,,,,Average annual removals (million board feet a ),Average annual removals (million board feet a ),Average annual removals (million board feet a ),,
National forest,National forest,65.0,10.6,10.0,0.6,54.4,1.4,52.9
Other public,Other public,37.5,11.9,11.9,—,25.6,8.0,17.6
Forest industry,Forest industry,241.8,137.6,137.3,0.4,104.2,49.9,54.3
Nonindustrial private,Nonindustrial private,"1,906.1",779.6,771.8,7.8,"1,126.4",531.2,595.2
,All classes,"2,250.3",939.8,931.0,8.7,"1,310.6",590.6,720.0
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,,
— = no sample for the cell.,— = no sample for the cell.,,,,,,,
a,International 1/4-inch rule.,International 1/4-inch rule.,,,,,,
,,,,,,,,137
