Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”,Name: “Table 1 of 1 on page 150 of 164”
Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147
,,,,,,,,
,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,
"Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species","Appendix table D.16—Volume of growing stock on timberland by forest-type group, stand origin, and species"
"group, Virginia, 2001","group, Virginia, 2001",,,,,,,
,,,,Softwoods,,,Hardwoods,
Forest-type groupa,Forest-type groupa,All,All,Yellow,Other,All,Soft,Hard
and stand origin,and stand origin,species,softwood,pine,softwood,hardwood,hardwood,hardwood
,,,,,million cubic feet,,,
Softwood types,Softwood types,,,,,,,
,White-red-jack pine,,,,,,,
,Planted,206.1,182.7,182.3,0.4,23.4,9.9,13.5
,Natural,414.9,202.3,131.0,71.3,212.6,84.2,128.4
,Total,621.0,385.0,313.3,71.7,236.0,94.1,141.9
,Spruce-fir,31.3,29.1,—,29.1,2.2,—,2.2
,Loblolly-shortleaf,,,,,,,
,Planted,"2,302.8","2,040.9","2,039.5",1.4,261.9,158.0,103.9
,Natural,"2,349.8","1,822.2","1,807.0",15.2,527.6,301.3,226.3
,Total,"4,652.6","3,863.1","3,846.5",16.6,789.5,459.3,330.2
,Pinyon-juniper b,51.0,31.5,6.6,24.9,19.4,8.1,11.3
,Total softwoods,"5,356.7","4,309.4","4,166.3",143.1,"1,047.3",561.6,485.7
Hardwood types,Hardwood types,,,,,,,
,Oak-pine,,,,,,,
,Planted,164.7,77.3,77.0,0.3,87.5,42.3,45.2
,Natural,"3,009.9","1,248.5","1,197.3",51.1,"1,761.5",694.9,"1,066.6"
,Total,"3,174.7","1,325.8","1,274.4",51.4,"1,848.9",737.2,"1,111.7"
,Oak-hickory,"17,125.9",954.2,835.5,118.7,"16,171.6","6,086.2","10,085.5"
,Oak-gum-cypress,798.4,120.4,69.2,51.2,678.1,468.8,209.3
,Elm-ash-cottonwood,417.9,16.1,15.1,1.0,401.8,275.7,126.1
,Maple-beech-birch,327.0,14.0,—,14.0,313.0,93.1,219.9
,Total hardwoods,"21,843.8","2,430.4","2,194.1",236.3,"19,413.4","7,661.0","11,752.4"
Nonstocked,Nonstocked,0.1,—,—,—,0.1,—,0.1
All groups,All groups,"27,200.6","6,739.9","6,360.4",379.4,"20,460.7","8,222.5","12,238.2"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,,
— = no sample for the cell.,— = no sample for the cell.,,,,,,,
a,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.
b,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,,,,,,
130,,,,,,,,
