Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,
"and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of","and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of","and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of","and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of","and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of","and large dead trees for feeding, the pileated woodpecker requires a minimum of 405 hectares of"
"continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated","continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated","continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated","continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated","continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated","continuous forest habitat and is an area sensitive forest interior species (Hamel, page G-1). The pileated"
"woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,","woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,","woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,","woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,","woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,","woodpecker usually excavates nest holes in dead tree trunks or dead limbs of living trees. Generally,"
"this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20","this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20","this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20","this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20","this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20","this species requires trees greater than 15 inches DBH for cavities, but prefers trees greater than 20"
"inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated","inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated","inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated","inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated","inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated","inches DBH. (Hamel, page E-1). Snags are used for nesting, roosting, and foraging by pileated"
"woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine.","woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine.","woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine.","woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine.","woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine.","woodpeckers. Nests may occur in a variety of trees including oak, hickory, maple, hemlock, and pine."
"The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated","The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated","The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated","The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated","The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated","The maintenance of older age forests, in relatively unfragmented blocks, will provide optimum pileated"
woodpecker habitat.,woodpecker habitat.,,,,
"For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is","For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is","For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is","For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is","For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is","For purposes of this analysis, the fundamental relationship between the woodpecker and its habitat is"
that it prefers older age forests in relatively unfragmented blocks. These forests would also contain,that it prefers older age forests in relatively unfragmented blocks. These forests would also contain,that it prefers older age forests in relatively unfragmented blocks. These forests would also contain,that it prefers older age forests in relatively unfragmented blocks. These forests would also contain,that it prefers older age forests in relatively unfragmented blocks. These forests would also contain,that it prefers older age forests in relatively unfragmented blocks. These forests would also contain
large snags. The amount and distribution of older age forests in relatively unfragmented blocks and,large snags. The amount and distribution of older age forests in relatively unfragmented blocks and,large snags. The amount and distribution of older age forests in relatively unfragmented blocks and,large snags. The amount and distribution of older age forests in relatively unfragmented blocks and,large snags. The amount and distribution of older age forests in relatively unfragmented blocks and,large snags. The amount and distribution of older age forests in relatively unfragmented blocks and
large-sized snags is most likely to be influenced by management activities associated with timber sales.,large-sized snags is most likely to be influenced by management activities associated with timber sales.,large-sized snags is most likely to be influenced by management activities associated with timber sales.,large-sized snags is most likely to be influenced by management activities associated with timber sales.,large-sized snags is most likely to be influenced by management activities associated with timber sales.,large-sized snags is most likely to be influenced by management activities associated with timber sales.
"b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for","b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for","b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for","b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for","b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for","b. Plan Habitat Objectives Related to MIS: For the GWNF, to maintain old growth habitat for"
"pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands","pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands","pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands","pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands","pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands","pileated woodpecker, a minimum of 2.5% of the forest should be in old growth (in hardwood stands"
"older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000","older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000","older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000","older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000","older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000","older than 200 years old) (GWNF FEIS, Appendix J, page J-5). For the JNF, a minimum of 25,000"
"acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-","acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-","acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-","acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-","acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-","acres (3.5% of forest) should be old growth greater than 100 years old (JNF FEIS, Appendix B, page B-"
32).,,,,,
"For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625","For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625","For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625","For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625","For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625","For the GWNF, the minimum population objective is estimated at one bird per square mile, or 1,625"
"birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of","birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of","birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of","birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of","birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of","birds Forest-wide (GWNF FEIS, Appendix J, J-14). The JNF should provide a minimum population of"
"500 birds (JNF FEIS, Appendix B, page B-32).","500 birds (JNF FEIS, Appendix B, page B-32).","500 birds (JNF FEIS, Appendix B, page B-32).",,,
c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point,c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point,c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point,c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point,c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point,c. Description of Monitoring Method: The USGS breeding bird surveys are used. Off-road point
counts are used in addition to BBS.,counts are used in addition to BBS.,,,,
d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote,d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote,d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote,d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote,d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote,d. Habitat Trend for MIS: See trend in old growth at Table 47. Table 31 shows the trend in remote
habitat.,,,,,
Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National
,,Forest,,,
,,(Thousand Acres),,,
,George Washington N.F.,George Washington N.F.,Jefferson N.F.,Jefferson N.F.,
,Semi-Primitive Semi-Primitive,Semi-Primitive Semi-Primitive,Semi-Primitive Semi-Primitive,Semi-Primitive Semi-Primitive,
Year*,,,,,Total Acres
,Motorized,Nonmotorized,Motorized,Nonmotorized,
1985,156.3,144.5,71.7,105.9,478.4
1993/1996,203.0,167.0,76.0,126.0,572.0
"*1985: JNF Final EIS, GWNF FEIS","*1985: JNF Final EIS, GWNF FEIS",,,,
1993: GWNF FEIS,1993: GWNF FEIS,,,,
"1996: JNF, Draft Analysis of the Management Situation","1996: JNF, Draft Analysis of the Management Situation","1996: JNF, Draft Analysis of the Management Situation",,,
e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according,e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according,e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according,e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according,e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according,e. Population Trend for MIS: Populations of pileated woodpeckers statewide are increasing according
"to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern","to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern","to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern","to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern","to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern","to the BBS. The increase is less pronounced, but still evident in the Blue Ridge Mountain and Northern"
Ridge and Valley Sections. The BBS data are presented in Figure 4 below:,Ridge and Valley Sections. The BBS data are presented in Figure 4 below:,Ridge and Valley Sections. The BBS data are presented in Figure 4 below:,Ridge and Valley Sections. The BBS data are presented in Figure 4 below:,Ridge and Valley Sections. The BBS data are presented in Figure 4 below:,
2001 Through 2003 Monitoring and Evaluation Report,2001 Through 2003 Monitoring and Evaluation Report,2001 Through 2003 Monitoring and Evaluation Report,June 2004,Appendix G Page 34 of 82,Appendix G Page 34 of 82
