Name: “Table 1 of 1 on page 6 of 82”,Name: “Table 1 of 1 on page 6 of 82”,Name: “Table 1 of 1 on page 6 of 82”,Name: “Table 1 of 1 on page 6 of 82”,Name: “Table 1 of 1 on page 6 of 82”,Name: “Table 1 of 1 on page 6 of 82”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
Table 5. Management Activities Trend on George Washington National Forest,Table 5. Management Activities Trend on George Washington National Forest,Table 5. Management Activities Trend on George Washington National Forest,Table 5. Management Activities Trend on George Washington National Forest,Table 5. Management Activities Trend on George Washington National Forest,Table 5. Management Activities Trend on George Washington National Forest
,,Only,,,
,,Prescribed,Prescribed,Gypsy Moth,Road
,Timber Harvest,Timber Cut,,,
Year,,Burning,Burning,Aerial Spraying,Construction
,(Acres),(Million Bd. Ft.),,,
,,(Acres),(Acres),(Acres),(Miles)
1976,N/A,26.6,N/A,0,N/A
1977,N/A,16.9,N/A,0,N/A
1978,N/A,18.2,N/A,0,N/A
1979,N/A,17.3,N/A,0,11
1980,N/A,25.7,N/A,0,16
1981,N/A,37.4,0,0,24
1982,N/A,29.8,115,0,N/A
1983,N/A,34.2,N/A,0,N/A
1984,N/A,36.4,117,0,N/A
1985,N/A,44.9,N/A,0,49.7
1986,N/A,32.2,189,0,36.6
1987,N/A,35.9,146,200,24.9
1988,"3,966",40.5,40,"8,395",24.6
1989,"3,492",41.7,37,"4,098",16.3
1990,"3,265",33.6,"1,092","8,121",2.3
1991,"3,396",36.9,170,"4,368",11.9
1992,"4,082",38.2,970,"2,198",7.8
1993,"3,271",35.2,"1,870","6,855",4.4
1994,"2,993",37.2,795,"4,735",3.8
1995,"2,707",33.4,"1,741","4,800",4.5
1996,"1,964",27.4,"1,339","2,015",6.17
1997,"3,215",24.8,"1,465","3,000 Research",2.7
1998,"1,449",24.0,"6,564","3,000 Research",0.7
1999,"1,284",21.7,"5,523",0,3.2
2000,"1,254",17.9,"4,172",0,0.1
2001,"1,162",15.8,"3,135","3,695",2.8
2002,881,14.7,"2,322","2,183",0.3
2003,789,13.0,"7,188",0,0.0
N/A: Information Not Available,N/A: Information Not Available,,,,
Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.,Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.,Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.,Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.,Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.,Volume Harvested utilizes 0.66 conversion factor from cubic feet for comparison with previous years.
2001 Through 2003 Monitoring and Evaluation Report,2001 Through 2003 Monitoring and Evaluation Report,2001 Through 2003 Monitoring and Evaluation Report,June 2004,Appendix G Page 6 of 82,Appendix G Page 6 of 82
