Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,
Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,Table 23. Bat Population Trend in Mountain Grove Saltpetre Cave,
Bat Species,Bat Species,1990,1992,1994,1998,2001,2003,
Big Brown Bat,Big Brown Bat,9,27,22,29,24,*,
Eastern Small,Eastern Small,,,,,,,
,,1,5,5,2,8,*,
Footed Myotis,Footed Myotis,,,,,,,
Little Brown,Little Brown,10,3,19,36,0,*,
Indiana Bat,Indiana Bat,5,23,1,2,2,*,
Eastern,,,,,,,*,
,,27,34,81,51,52,,
Pipistrelle,Pipistrelle,,,,,,,
TOTAL,,52,92,128,120,86,*,
* = not surveyed due to snow cover and inaccessability,* = not surveyed due to snow cover and inaccessability,* = not surveyed due to snow cover and inaccessability,* = not surveyed due to snow cover and inaccessability,* = not surveyed due to snow cover and inaccessability,,,,
,Table 24. Bat Population Trend in Starr Chapel Cave,Table 24. Bat Population Trend in Starr Chapel Cave,Table 24. Bat Population Trend in Starr Chapel Cave,Table 24. Bat Population Trend in Starr Chapel Cave,Table 24. Bat Population Trend in Starr Chapel Cave,Table 24. Bat Population Trend in Starr Chapel Cave,,
Bat Species,1990,1992,1994,1995,1997,1999,2001,2003
Big Brown Bat,4,18,16,15,9,10,13,9
Eastern Small,,,,,,,,
,3,11,7,8,12,21,22,13
