Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,,,,
Table,41--Average,41--Average,41--Average,net,annual,growth,and,removals,of,live,timber,and,growing,stock
on,"timberland,","timberland,",by,"species,","species,","Virginia,",1986-1991,1986-1991,,,,,,
,,,,,,,Live,timbera,,,,Growing,stock,stock
,,Species,Species,,,Net,,Annual,Annual,,Net,,,Annual
,,,,,,annual,annual,timber,timber,,annual,annual,,timber
,,,,,,"growth,","growth,",removals,removals,removals,growth,growth,,removals
,,,,,,,,Thousand,Thousand,Thousand,cubic,feet,,
Softwood,Softwood,,,,,,,,,,,,,
Yellow,Yellow,pines,,,,"283,955","283,955","232,066","232,066",,"283,047","283,047",,"230,187"
Eastern,Eastern,white,,pine,,"23,701","23,701","18,664","18,664",,"23,668","23,668",,"18,479"
Spruce,Spruce,and,fir,,,49,49,,--,,,49,,--
Cypress,Cypress,,,,,"1,070","1,070",,85,,"1,065","1,065",,85
Other,Other,eastern,,softwoods,softwoods,"9,503","9,503","4,212","4,212",,"9,341","9,341",,"4,109"
,Total,softwoods,softwoods,softwoods,,"318,278","318,278","255,027","255,027",,"317,170","317,170",,"252,860"
Hardwood,Hardwood,,,,,,,,,,,,,
Select,Select,white,and,and,,,,,,,,,,
,red,oaks,,,,"108,097","108,097","87,351","87,351",,"107,076","107,076",,"85,510"
Other,Other,white,and,,,,,,,,,,,
,red,oaks,,,,"130,295","130,295","86,762","86,762",,"129,277","129,277",,"82,721"
Hickory,Hickory,,,,,"25,603","25,603","17,077","17,077",,"25,384","25,384",,"16,077"
Yellow,Yellow,birch,,,,183,183,,--,,,179,,_-
Hard,maple,maple,,,,"6,641","6,641","3,987","3,987",,"6,620","6,620",,"3,376"
Sweetgum,Sweetgum,Sweetgum,,,,"33,221","33,221","33,346","33,346",,"32,538","32,538",,"32,153"
"Ash,","walnut,","walnut,",and,and,,,,,,,,,,
,black,cherry,cherry,,,"16,858","16,858","8,857","8,857",,"15,735","15,735",,"7,386"
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,"116,481","116,481","68,774","68,774",,"115,641","115,641",,"67,384"
Tupelo,Tupelo,and,blackgum,blackgum,,"8,823","8,823","8,349","8,349",,"8,415","8,415",,"7,467"
Bay,and,magnolia,magnolia,magnolia,,"1,241","1,241",,654,,"1,196","1,196",,654
Other,Other,eastern,,hardwoods,hardwoods,"98,886","98,886","56,960","56,960",,"89,175","89,175",,"43,474"
,Total,hardwoods,hardwoods,hardwoods,,"546,329","546,329","372,117","372,117",,"531,236","531,236",,"346,202"
All,species,species,,,,"864,607","864,607","627,144","627,144",,"848,406","848,406",,"599,062"
aMerchantable,aMerchantable,aMerchantable,portion,portion,only.,,,,,,,,,
60,,,,,,,,,,,,,,
